GCF_003469635.1_ASM346963v1_genomic	SGB516	Parabacteroides_merdae
SAMN02991375	SGB401	Listeria_monocytogenes
SAMN02991377	SGB401	Listeria_monocytogenes
GCF_900204765.1_23010_genomic	SGB513	Neisseria_gonorrhoeae
GCF_000237265.1_ASM23726v1_genomic	SGB185	Staphylococcus_aureus
SAMN02991378	SGB401	Listeria_monocytogenes
SAMN02991379	SGB401	Listeria_monocytogenes
GCA_000024445.1_ASM2444v1_genomic	SGB175	Bifidobacterium_dentium
GCF_000239535.1_ASM23953v2_genomic	SGB185	Staphylococcus_aureus
GCA_003459305.1_ASM345930v1_genomic	SGB076	Prevotella_copri
GCF_003414785.1_ASM341478v1_genomic	SGB511	Haemophilus_influenzae
GCF_000481325.1_Pseu_aeru_BWH019_V1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN04958326	SGB401	Listeria_monocytogenes
SAMN03069319	SGB603	Enterococcus_faecium
SAMN05213961	SGB601	Streptococcus_agalactiae
SAMN05213960	SGB601	Streptococcus_agalactiae
GCF_008571885.1_ASM857188v1_genomic	SGB180	Bacteroides_dorei
SAMEA4364223	SGB513	Neisseria_gonorrhoeae
SAMN04506982	SGB401	Listeria_monocytogenes
GCF_000551665.1_Stap_aure_M0065_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000571715.1_Stap_aure_F29982_V1_genomic	SGB185	Staphylococcus_aureus
SAMEA53416168	SGB598	Streptococcus_pyogenes
GCF_001374255.1_289_15Pc_1_contigs_500_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000604925.1_Stap_aure_F59335_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000794025.1_AZPAE14942_genomic	SGB359	Pseudomonas_aeruginosa
GCF_900078025.1_11983_7_39_genomic	SGB238	Enterobacter_cloacae
GCF_000560645.1_Stap_aure_T28854_V1_genomic	SGB185	Staphylococcus_aureus
GCF_900078055.1_11983_7_44_genomic	SGB238	Enterobacter_cloacae
SAMN07679729	SGB603	Enterococcus_faecium
SAMN07679728	SGB603	Enterococcus_faecium
SAMN02435856	SGB124	Ureaplasma_urealyticum
GCA_001457335	SGB486	Klebsiella_pneumoniae
SAMN02435858	SGB124	Ureaplasma_urealyticum
GCF_000481425.1_Pseu_aeru_BWH014_V1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN09947868	SGB401	Listeria_monocytogenes
GCF_000794085.1_AZPAE14933_genomic	SGB359	Pseudomonas_aeruginosa
GCF_001494635.1_ASM149463v1_genomic	SGB072	Olsenella
SAMN10249071	SGB603	Enterococcus_faecium
C0168A1	SGB066	Lactobacillus_coleohominis
SAMN10249079	SGB603	Enterococcus_faecium
GCF_001588725.1_ASM158872v1_genomic	SGB190	Streptococcus_parasanguinis
GCF_001538585.1_12082_3_75_genomic	SGB597	Serratia_ureilytica
GCF_900077975.1_11983_7_36_genomic	SGB238	Enterobacter_cloacae
FA15_bin_2	SGB569	Mobiluncus_mulieris
GCF_000013425.1_ASM1342v1_genomic	SGB185	Staphylococcus_aureus
C0003E2	SGB137	Gardnerella_vaginalis
C0003E3	SGB137	Gardnerella_vaginalis
C0003E4	SGB137	Gardnerella_vaginalis
MG_1062501369_bin_4	SGB608	Actinobaculum_massiliense
MG_1062501369_bin_5	SGB308	noRef
MG_1062501369_bin_1	SGB281	Streptococcus_anginosus
MG_1062501369_bin_3	SGB266	Lactobacillus_crispatus
SAMN02189838	SGB414	Chlamydia_trachomatis
GCF_001910215.1_ASM191021v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN02189833	SGB414	Chlamydia_trachomatis
SAMN02189830	SGB414	Chlamydia_trachomatis
SAMN02189831	SGB414	Chlamydia_trachomatis
SAMN02189836	SGB414	Chlamydia_trachomatis
SAMN02189837	SGB414	Chlamydia_trachomatis
SAMN02189834	SGB414	Chlamydia_trachomatis
SAMN02189835	SGB414	Chlamydia_trachomatis
GCF_001056375.1_ASM105637v1_genomic	SGB343	Burkholderia_cenocepacia
SAMEA4885624	SGB603	Enterococcus_faecium
MG_205281_bin_11	SGB454	Porphyromonas_uenonis
MG_205281_bin_13	SGB137	Gardnerella_vaginalis
SAMEA2238028	SGB598	Streptococcus_pyogenes
MG_205281_bin_14	SGB010	Sneathia_sanguinegens
GCF_000602185.1_Stap_aure_W85837_V1_genomic	SGB185	Staphylococcus_aureus
SAMEA2238025	SGB598	Streptococcus_pyogenes
SAMEA2238026	SGB598	Streptococcus_pyogenes
SAMEA2238027	SGB598	Streptococcus_pyogenes
SAMEA2238020	SGB598	Streptococcus_pyogenes
SAMEA2238021	SGB598	Streptococcus_pyogenes
SAMEA2238022	SGB598	Streptococcus_pyogenes
GCF_000532215.1_Stap_aure_M0973_V1_genomic	SGB185	Staphylococcus_aureus
SAMN00779850	SGB603	Enterococcus_faecium
SAMN03358314	SGB401	Listeria_monocytogenes
GCF_000577735.1_Stap_aure_W50110_V1_genomic	SGB185	Staphylococcus_aureus
SAMN02470519	SGB481	Staphylococcus_epidermidis
GCF_001086745.1_ASM108674v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000596245.1_Stap_aure_DAR5857_V1_genomic	SGB185	Staphylococcus_aureus
SAMN03358319	SGB401	Listeria_monocytogenes
GCF_000607545.1_Stap_aure_DAR3575_V1_genomic	SGB185	Staphylococcus_aureus
GCF_003944415.1_ASM394441v1_genomic	SGB490	Streptococcus_sanguinis
GCF_900019925.1_14324_4_48_genomic	SGB513	Neisseria_gonorrhoeae
SAMN02436255	SGB601	Streptococcus_agalactiae
SAMN02436254	SGB601	Streptococcus_agalactiae
GCF_003355255.1_ASM335525v1_genomic	SGB513	Neisseria_gonorrhoeae
C0079C5	SGB061	Prevotella_bivia
C0079C4	SGB061	Prevotella_bivia
SAMN03197475	SGB481	Staphylococcus_epidermidis
SAMN03197476	SGB481	Staphylococcus_epidermidis
GCF_000541795.1_Stap_aure_LAMC6084_V1_genomic	SGB185	Staphylococcus_aureus
SAMN03197479	SGB409	Staphylococcus_haemolyticus
GCF_002990495.1_ASM299049v1_genomic	SGB511	Haemophilus_influenzae
SAMN05413879	SGB603	Enterococcus_faecium
GCF_900028105.1_14555_6_50_genomic	SGB513	Neisseria_gonorrhoeae
GCF_000172855.1_ASM17285v1_genomic	SGB185	Staphylococcus_aureus
SAMN02369484	SGB373	Lactobacillus_pentosus
SAMN04931542	SGB284	Streptococcus_salivarius
GCF_000327825.2_ASM32782v2_genomic	SGB513	Neisseria_gonorrhoeae
GCF_003798765.1_ASM379876v1_genomic	SGB513	Neisseria_gonorrhoeae
GCF_003425605.1_ASM342560v1_genomic	SGB511	Haemophilus_influenzae
SAMEA4530658	SGB125	Clostridium_perfringens
GCF_003490425.1_ASM349042v1_genomic	SGB511	Haemophilus_influenzae
SAMN02441325	SGB237	Peptostreptococcus_anaerobius
SAMN02299426	SGB095	Cutibacterium_acnes
C0042B4	SGB281	Streptococcus_anginosus
C0042B5	SGB281	Streptococcus_anginosus
SAMN03435103	SGB601	Streptococcus_agalactiae
GCF_000386365.2_ASM38636v2_genomic	SGB513	Neisseria_gonorrhoeae
C0133A2	SGB481	Staphylococcus_epidermidis
SAMN03435100	SGB601	Streptococcus_agalactiae
SAMN03435107	SGB601	Streptococcus_agalactiae
SAMN03435106	SGB601	Streptococcus_agalactiae
SAMN03435105	SGB601	Streptococcus_agalactiae
SAMN03435104	SGB601	Streptococcus_agalactiae
SAMN03435109	SGB601	Streptococcus_agalactiae
SAMN03435108	SGB601	Streptococcus_agalactiae
c8_bin_2	SGB137	Gardnerella_vaginalis
GCF_002312405.1_ASM231240v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000557645.1_Stap_aure_M0573_V1_genomic	SGB185	Staphylococcus_aureus
BN1_bin_4	SGB464	Peptoniphilus_lacrimalis
GCF_900200095.1_B119_genomic	SGB513	Neisseria_gonorrhoeae
GCA_003203795.1_ASM320379v1_genomic	SGB200	Lactobacillus_helveticus
GCF_901472405.1_28771_E01_genomic	SGB127	Serratia_rubidaea
GCA_004167345.1_ASM416734v1_genomic	SGB280	Bacteroides_caccae
GCF_003176055.1_ASM317605v1_genomic	SGB238	Enterobacter_cloacae
SAMN09734765	SGB242	Bifidobacterium_longum
GCF_003470855.1_ASM347085v1_genomic	SGB190	Streptococcus_parasanguinis
C0093B3	SGB464	Peptoniphilus_lacrimalis
GCF_000162635.1_ASM16263v1_genomic	SGB185	Staphylococcus_aureus
GCF_001180365.1_P2_London_28_IMP_1_06_05_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000546065.1_Stap_aure_M0982_V1_genomic	SGB185	Staphylococcus_aureus
MG_199147_bin_5	SGB601	Streptococcus_agalactiae
GCF_900638605.1_58116_G01_genomic	SGB513	Neisseria_gonorrhoeae
SAMN02315068	SGB599	Bacteroides_fragilis
SAMN02315069	SGB599	Bacteroides_fragilis
SAMN02315066	SGB599	Bacteroides_fragilis
GCF_000387225.2_ASM38722v2_genomic	SGB513	Neisseria_gonorrhoeae
SAMN02315064	SGB599	Bacteroides_fragilis
SAMN02315065	SGB599	Bacteroides_fragilis
GCF_000593245.1_Stap_aure_M1106_V1_genomic	SGB185	Staphylococcus_aureus
GCF_003995735.1_ASM399573v1_genomic	SGB513	Neisseria_gonorrhoeae
SAMN07735201	SGB599	Bacteroides_fragilis
GCF_000538475.1_Stap_aure_WMCS6016_V1_genomic	SGB185	Staphylococcus_aureus
GCF_003204525.1_ASM320452v1_genomic	SGB597	Serratia_ureilytica
SAMEA1523524	SGB598	Streptococcus_pyogenes
GCF_900037525.1_14355_7_59_genomic	SGB513	Neisseria_gonorrhoeae
GCF_003459345.1_ASM345934v1_genomic	SGB074	Olsenella
GCF_000163335.1_ASM16333v1_genomic	SGB185	Staphylococcus_aureus
SAMN02741522	SGB401	Listeria_monocytogenes
SAMEA3918910	SGB598	Streptococcus_pyogenes
GCF_900200595.1_B208_genomic	SGB513	Neisseria_gonorrhoeae
GCF_900204585.1_22995_genomic	SGB513	Neisseria_gonorrhoeae
GCF_001697565.1_ASM169756v1_genomic	SGB513	Neisseria_gonorrhoeae
SAMN04994921	SGB320	Staphylococcus_pasteuri
GCF_002332015.1_ASM233201v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN04158393	SGB095	Cutibacterium_acnes
SAMN04158392	SGB095	Cutibacterium_acnes
MG_2009001269_bin_5	SGB404	Bifidobacterium_breve
MG_2009001269_bin_2	SGB001	Lactobacillus_gasseri
MG_2009001269_bin_3	SGB425	Lactobacillus_oris
GCF_001036605.1_ASM103660v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000259025.1_ASM25902v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN00116852	SGB481	Staphylococcus_epidermidis
GCF_001103205.1_6714_4_9_genomic	SGB513	Neisseria_gonorrhoeae
GCF_000564485.1_Stap_aure_W21932_V1_genomic	SGB185	Staphylococcus_aureus
GCF_001101725.1_6714_3_11_genomic	SGB513	Neisseria_gonorrhoeae
GCA_001521895	SGB486	Klebsiella_pneumoniae
GCF_000587435.1_Stap_aure_H72131_V1_genomic	SGB185	Staphylococcus_aureus
SAMEA4532335	SGB414	Chlamydia_trachomatis
SAMN11038688	SGB401	Listeria_monocytogenes
GCF_003425505.1_ASM342550v1_genomic	SGB511	Haemophilus_influenzae
GCF_000552085.1_Stap_aure_M0098_V1_genomic	SGB185	Staphylococcus_aureus
GCF_900077465.1_12045_4_71_genomic	SGB288	Enterobacter_cloacae
SAMN10272868	SGB603	Enterococcus_faecium
SAMN06233708	SGB402	Lactobacillus_rhamnosus
GCF_003799655.1_ASM379965v1_genomic	SGB513	Neisseria_gonorrhoeae
GCF_000795465.1_AZPAE13853_genomic	SGB359	Pseudomonas_aeruginosa
SRR6747973_bin_1	SGB600	Lactobacillus_jensenii
GCF_002919765.1_ASM291976v1_genomic	SGB238	Enterobacter_cloacae
GCF_000360865.1_Stap_aure_M0347_V1_genomic	SGB185	Staphylococcus_aureus
GCF_003854125.1_ASM385412v1_genomic	SGB343	Burkholderia_cenocepacia
GCF_000481185.1_Pseu_aeru_BWH026_V1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_001074155.1_ASM107415v1_genomic	SGB321	Streptococcus_infantis
GCF_000574445.1_Stap_aure_M1239_V1_genomic	SGB185	Staphylococcus_aureus
C0095C5	SGB404	Bifidobacterium_breve
SAMN03135876	SGB567	Parvimonas
GCF_000981805.1_ASM98180v1_genomic	SGB307	Citrobacter_amalonaticus
GCF_000550105.1_Stap_aure_M1504_V1_genomic	SGB185	Staphylococcus_aureus
C0005B4	SGB020	Gardnerella_vaginalis
C0005B3	SGB020	Gardnerella_vaginalis
C0005B2	SGB020	Gardnerella_vaginalis
GCF_003397585.1_ASM339758v1_genomic	SGB464	Peptoniphilus_lacrimalis
GCF_002845615.1_ASM284561v1_genomic	SGB513	Neisseria_gonorrhoeae
GCF_002148525.1_ASM214852v1_genomic	SGB513	Neisseria_gonorrhoeae
SAMN04530838	SGB401	Listeria_monocytogenes
SAMN04530839	SGB401	Listeria_monocytogenes
GCF_001578695.1	SGB491	Streptococcus_gallolyticus
SAMN04530836	SGB401	Listeria_monocytogenes
GCF_002984145.1_ASM298414v1_genomic	SGB511	Haemophilus_influenzae
GCF_003800105.1_ASM380010v1_genomic	SGB513	Neisseria_gonorrhoeae
GCF_000629125.1_Pseu_aeru_BWH030_V1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN07524551	SGB603	Enterococcus_faecium
SAMN07524550	SGB603	Enterococcus_faecium
GCF_002136115.1_ASM213611v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000529735.1_Stap_aure_M0561_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000573265.1_Stap_aure_M1325_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000597345.1_Stap_aure_T18851_V1_genomic	SGB185	Staphylococcus_aureus
SAMN07702411	SGB481	Staphylococcus_epidermidis
GCF_000538115.1_Stap_aure_SJOS6072_V1_genomic	SGB185	Staphylococcus_aureus
SAMN10644688	SGB184	Citrobacter_freundii
C0100C3	SGB416	Atopobium_vaginae
GCF_003289275.1_ASM328927v1_genomic	SGB025	Enterobacter_cloacae
SAMN08517447	SGB601	Streptococcus_agalactiae
SAMN08517445	SGB601	Streptococcus_agalactiae
SAMN00808935	SGB123	Listeria_monocytogenes
SAMN00808934	SGB123	Listeria_monocytogenes
SAMN00808937	SGB123	Listeria_monocytogenes
SAMN00808936	SGB123	Listeria_monocytogenes
GCF_000557725.1_Stap_aure_M0582_V1_genomic	SGB185	Staphylococcus_aureus
SAMN00808930	SGB123	Listeria_monocytogenes
SAMN00808933	SGB123	Listeria_monocytogenes
SAMN00808932	SGB123	Listeria_monocytogenes
SAMN00808939	SGB123	Listeria_monocytogenes
SAMN00808938	SGB123	Listeria_monocytogenes
GCF_900216205.1_J112a-v1_genomic	SGB391	Lactobacillus_sakei
GCF_001618065.1_ASM161806v1_genomic	SGB024	Neisseria_flavescens
SAMN02412412	SGB401	Listeria_monocytogenes
SAMN02412411	SGB401	Listeria_monocytogenes
SAMN10787356	SGB344	Bacillus_subtilis
SAMEA2479569	SGB598	Streptococcus_pyogenes
SAMN08193718	SGB601	Streptococcus_agalactiae
SAMN08193719	SGB281	Streptococcus_anginosus
SAMN08193716	SGB408	Staphylococcus_hominis
SAMN08193712	SGB283	Proteus_mirabilis
SAMN06480070	SGB402	Lactobacillus_rhamnosus
SAMN08193711	SGB095	Cutibacterium_acnes
GCF_003958275.1_ASM395827v1_genomic	SGB597	Serratia_ureilytica
GCF_001181905.1_P60_London_6_VIM_2_11_13_genomic	SGB359	Pseudomonas_aeruginosa
GCA_001572815.1_ASM157281v1_genomic	SGB200	Lactobacillus_helveticus
GCF_000552265.1_Stap_aure_M0115_V1_genomic	SGB185	Staphylococcus_aureus
GCF_001063005.1_ASM106300v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000571555.1_Stap_aure_F81381_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000789725.1_AZPAE14941_genomic	SGB593	Pseudomonas_aeruginosa
SAMN10465591	SGB576	Veillonella_seminalis
GCF_001454385.1_WH-SGI-V-07314_genomic	SGB359	Pseudomonas_aeruginosa
SAMN05953240	SGB401	Listeria_monocytogenes
GCF_000562615.1_Stap_aure_T49833_V1_genomic	SGB185	Staphylococcus_aureus
GCF_902374015.1_MGYG-HGUT-01333_genomic	SGB312	Lactobacillus_hilgardii
SAMN07711224	SGB095	Cutibacterium_acnes
SAMN07711223	SGB095	Cutibacterium_acnes
SAMN08801558	SGB401	Listeria_monocytogenes
SAMN00809128	SGB123	Listeria_monocytogenes
GCF_000333135.2_gbccbc7v2.0_genomic	SGB343	Burkholderia_cenocepacia
SAMN04600038	SGB401	Listeria_monocytogenes
SAMN04600039	SGB401	Listeria_monocytogenes
SAMN04600032	SGB401	Listeria_monocytogenes
SAMN04600033	SGB401	Listeria_monocytogenes
SAMN04600030	SGB401	Listeria_monocytogenes
GCF_000463055.1_ASM46305v1_genomic	SGB185	Staphylococcus_aureus
SAMN04600036	SGB401	Listeria_monocytogenes
SAMN04600037	SGB401	Listeria_monocytogenes
SAMN04600034	SGB401	Listeria_monocytogenes
SAMN04600035	SGB401	Listeria_monocytogenes
C0102D5	SGB600	Lactobacillus_jensenii
GCF_001606135.1_ASM160613v1_genomic	SGB343	Burkholderia_cenocepacia
SAMN04281244	SGB344	Bacillus_subtilis
GCF_000578215.1_Stap_aure_H32181_V1_genomic	SGB185	Staphylococcus_aureus
GCF_002128495.1_ASM212849v1_genomic	SGB057	Lactobacillus_reuteri
SAMN08801552	SGB401	Listeria_monocytogenes
GCF_001721325.1_ASM172132v1_genomic	SGB513	Neisseria_gonorrhoeae
SAMN00809125	SGB123	Listeria_monocytogenes
SAMN08801555	SGB401	Listeria_monocytogenes
SAMN08801556	SGB401	Listeria_monocytogenes
GCF_000573105.1_Stap_aure_M1336_V1_genomic	SGB185	Staphylococcus_aureus
SAMN00809126	SGB123	Listeria_monocytogenes
SAMEA2383296	SGB401	Listeria_monocytogenes
SAMEA2383295	SGB401	Listeria_monocytogenes
SAMEA2383292	SGB401	Listeria_monocytogenes
GCF_000559745.1_Stap_aure_W41914_V1_genomic	SGB185	Staphylococcus_aureus
JKR_P1_34_B05_S706_001-bin_1	SGB061	Prevotella_bivia
GCF_000555565.1_Stap_aure_M0400_V1_genomic	SGB185	Staphylococcus_aureus
GCA_002236185	SGB486	Klebsiella_pneumoniae
SAMN06698339	SGB560	Lactobacillus_salivarius
SAMEA3597597	SGB513	Neisseria_gonorrhoeae
GCF_900201485.1_B392_genomic	SGB513	Neisseria_gonorrhoeae
MG_185475_bin_13	SGB041	Lawsonella_clevelandensis
MG_185475_bin_12	SGB266	Lactobacillus_crispatus
MG_185475_bin_10	SGB244	noRef
MG_185475_bin_17	SGB521	Lactobacillus_iners
MG_185475_bin_15	SGB377	noRef
MG_185475_bin_14	SGB265	Bifidobacterium_bifidum
GCF_000595485.1_Stap_aure_DAR5813_V1_genomic	SGB185	Staphylococcus_aureus
SAMN06676198	SGB402	Lactobacillus_rhamnosus
F3_1503_1114_2_MRS2_S230-bin_1-SPLIT	SGB410	noRef
GCF_000240545.1_ASM24054v2_genomic	SGB513	Neisseria_gonorrhoeae
GCF_002250685.1_ASM225068v1_genomic	SGB597	Serratia_ureilytica
GCF_000751655.1_LBCNRZ226_V1_genomic	SGB054	Lactobacillus_delbrueckii
SAMN08176639	SGB402	Lactobacillus_rhamnosus
SAMEA72818668	SGB401	Listeria_monocytogenes
GCF_000533935.1_Stap_aure_M0495_V1_genomic	SGB185	Staphylococcus_aureus
SAMN05216254	SGB265	Bifidobacterium_bifidum
GCF_002128605.1_ASM212860v1_genomic	SGB057	Lactobacillus_reuteri
SAMN09270740	SGB283	Proteus_mirabilis
AE8_bin_6	SGB010	Sneathia_sanguinegens
AE8_bin_7	SGB261	noRef
SAMN06464100	SGB242	Bifidobacterium_longum
AE8_bin_1	SGB380	Sneathia_amnii
AE8_bin_2	SGB504	Lachnovaginosum_genomospecies
AE8_bin_3	SGB018	Prevotella_amnii
GCF_901485125.1_ecl_co_nctc_13925_assembly_genomic	SGB089	Enterobacter_cloacae
C0024D2	SGB311	noRef
JKR_P2_38_F05_S806_001-bin_1	SGB381	Prevotella_timonensis
SAMN06829004	SGB404	Bifidobacterium_breve
SAMN06829002	SGB404	Bifidobacterium_breve
SAMN06829003	SGB404	Bifidobacterium_breve
SAMN05006671	SGB603	Enterococcus_faecium
SAMN05006670	SGB603	Enterococcus_faecium
SAMN04875544	SGB513	Neisseria_gonorrhoeae
GCF_001516265.1_ASM151626v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_002586945.1_ASM258694v1_genomic	SGB366	Faecalibacterium_prausnitzii
SAMN04875541	SGB513	Neisseria_gonorrhoeae
SAMN04875542	SGB513	Neisseria_gonorrhoeae
GCF_002318385.1_ASM231838v1_genomic	SGB513	Neisseria_gonorrhoeae
SAMN00115034	SGB521	Lactobacillus_iners
0861_630_1_1_CBA4_S863-bin_1	SGB281	Streptococcus_anginosus
GCF_002312295.1_ASM231229v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_900203575.1_22474_genomic	SGB513	Neisseria_gonorrhoeae
f8_bin_2	SGB266	Lactobacillus_crispatus
GCF_900076335.1_12082_4_55_genomic	SGB238	Enterobacter_cloacae
GCF_008329765.1_ASM832976v1_genomic	SGB513	Neisseria_gonorrhoeae
GCF_003494185.1_ASM349418v1_genomic	SGB513	Neisseria_gonorrhoeae
GCA_000738185.1_Cj14566_genomic	SGB493	Corynebacterium_jeikeium
GCF_000793395.1_AZPAE15066_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000496095.1_PSP1996-4.0_genomic	SGB185	Staphylococcus_aureus
GCF_003492815.1_ASM349281v1_genomic	SGB513	Neisseria_gonorrhoeae
SAMN04500812	SGB603	Enterococcus_faecium
GCF_000386705.2_ASM38670v2_genomic	SGB513	Neisseria_gonorrhoeae
SAMN02567742	SGB603	Enterococcus_faecium
GCF_000549425.1_Stap_aure_M1472_V1_genomic	SGB185	Staphylococcus_aureus
SAMEA3540898	SGB401	Listeria_monocytogenes
SAMEA3540899	SGB401	Listeria_monocytogenes
GCF_003842855.1_INS-Nm1008_genomic	SGB513	Neisseria_gonorrhoeae
SAMEA3540893	SGB401	Listeria_monocytogenes
SAMEA3540890	SGB401	Listeria_monocytogenes
SAMEA3540891	SGB401	Listeria_monocytogenes
SAMEA3540896	SGB401	Listeria_monocytogenes
SAMEA3540897	SGB401	Listeria_monocytogenes
k5_bin_1	SGB266	Lactobacillus_crispatus
SAMEA3540895	SGB401	Listeria_monocytogenes
GCF_002278165.1_ASM227816v1_genomic	SGB399	Enterobacter_cloacae
MG_181935_bin_2	SGB521	Lactobacillus_iners
MG_181935_bin_3	SGB266	Lactobacillus_crispatus
MG_181935_bin_1	SGB600	Lactobacillus_jensenii
SAMN05194380	SGB481	Staphylococcus_epidermidis
0861_630_1_1_CBA5_S847-bin_1	SGB256	Actinomyces_neuii
GCF_000386985.2_ASM38698v2_genomic	SGB513	Neisseria_gonorrhoeae
GCF_900202775.1_R891_genomic	SGB513	Neisseria_gonorrhoeae
SAMEA4885688	SGB603	Enterococcus_faecium
GCF_002991045.1_ASM299104v1_genomic	SGB511	Haemophilus_influenzae
SAMN05410779	SGB401	Listeria_monocytogenes
SAMN05410778	SGB401	Listeria_monocytogenes
SAMN02604190	SGB401	Listeria_monocytogenes
SAMN05410773	SGB401	Listeria_monocytogenes
SAMN05410772	SGB401	Listeria_monocytogenes
SAMN03357931	SGB401	Listeria_monocytogenes
SAMN03357930	SGB401	Listeria_monocytogenes
SAMN05410777	SGB401	Listeria_monocytogenes
SAMN05410776	SGB401	Listeria_monocytogenes
SAMN05410775	SGB401	Listeria_monocytogenes
SAMN05410774	SGB401	Listeria_monocytogenes
GCF_000531155.1_Stap_aure_M0190_V1_genomic	SGB185	Staphylococcus_aureus
GCF_004349615.1_ASM434961v1_genomic	SGB360	Bacteroides_thetaiotaomicron
GCF_002096605.1_ASM209660v1_genomic	SGB487	Streptococcus_oralis
SAMN02641382	SGB401	Listeria_monocytogenes
GCA_003466205.1_ASM346620v1_genomic	SGB556	Ruminococcus_bromii
MG_177947_bin_4	SGB521	Lactobacillus_iners
MG_177947_bin_5	SGB164	noRef
MG_177947_bin_1	SGB091	Megasphaera_sp
MG_177947_bin_2	SGB464	Peptoniphilus_lacrimalis
MG_177947_bin_3	SGB504	Lachnovaginosum_genomospecies
GCF_003702685.1_ASM370268v1_genomic	SGB513	Neisseria_gonorrhoeae
GCF_000537315.1_Stap_aure_AGEN6009_V1_genomic	SGB185	Staphylococcus_aureus
GCF_002997125.1_ASM299712v1_genomic	SGB597	Serratia_ureilytica
SAMN02769778	SGB401	Listeria_monocytogenes
C0163B5	SGB281	Streptococcus_anginosus
C0163B3	SGB281	Streptococcus_anginosus
C0163B1	SGB281	Streptococcus_anginosus
GCF_000555325.1_Stap_aure_M0377_V1_genomic	SGB185	Staphylococcus_aureus
GCF_002312615.1_ASM231261v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_003798585.1_ASM379858v1_genomic	SGB513	Neisseria_gonorrhoeae
C0179B3	SGB129	Gardnerella_vaginalis
C0179B2	SGB455	Gardnerella_vaginalis
C0179B1	SGB455	Gardnerella_vaginalis
GCF_001449345.1_WH-SGI-V-07062_genomic	SGB359	Pseudomonas_aeruginosa
C0179B4	SGB129	Gardnerella_vaginalis
SAMEA104417305	SGB412	Lactococcus_lactis
GCF_000387245.2_ASM38724v2_genomic	SGB513	Neisseria_gonorrhoeae
SAMN09734881	SGB242	Bifidobacterium_longum
SAMN02314522	SGB599	Bacteroides_fragilis
SRS057807_bin_1	SGB266	Lactobacillus_crispatus
GCF_003958335.1_ASM395833v1_genomic	SGB597	Serratia_ureilytica
GCF_001181705.1_E10_London_26_VIM_2_06_13_genomic	SGB359	Pseudomonas_aeruginosa
SAMN09435299	SGB603	Enterococcus_faecium
SAMN09435298	SGB603	Enterococcus_faecium
GCF_002312115.1_ASM231211v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN09435290	SGB603	Enterococcus_faecium
SAMN09435293	SGB603	Enterococcus_faecium
SAMN09435292	SGB603	Enterococcus_faecium
SAMN09435295	SGB603	Enterococcus_faecium
SAMN09435294	SGB603	Enterococcus_faecium
SAMN09435297	SGB603	Enterococcus_faecium
SAMN09435296	SGB603	Enterococcus_faecium
SAMN10820088	SGB283	Proteus_mirabilis
SAMN07759902	SGB412	Lactococcus_lactis
GCF_001450355.1_WH-SGI-V-07055_genomic	SGB593	Pseudomonas_aeruginosa
SAMN02463934	SGB180	Bacteroides_dorei
GCF_000547365.1_Stap_aure_M1566_V1_genomic	SGB185	Staphylococcus_aureus
F3_1503_1114_2_CBA5_S226-bin_1-SPLIT	SGB416	Atopobium_vaginae
C0019A3	SGB404	Bifidobacterium_breve
GCF_001658075.1	SGB491	Streptococcus_gallolyticus
SAMN06820765	SGB184	Citrobacter_freundii
SAMN06820767	SGB184	Citrobacter_freundii
SAMN06820763	SGB184	Citrobacter_freundii
SAMN08556245	SGB598	Streptococcus_pyogenes
SAMN10225144	SGB344	Bacillus_subtilis
SAMN10225145	SGB344	Bacillus_subtilis
SAMN10225146	SGB344	Bacillus_subtilis
SAMN10225147	SGB344	Bacillus_subtilis
SAMEA4885781	SGB603	Enterococcus_faecium
C0104E6	SGB020	Gardnerella_vaginalis
GCF_001994025.1_ASM199402v1_genomic	SGB343	Burkholderia_cenocepacia
GCF_000247355.1_ASM24735v2_genomic	SGB185	Staphylococcus_aureus
GCF_003463945.1_ASM346394v1_genomic	SGB516	Parabacteroides_merdae
