GCF_900027985.1_14555_5_75_genomic	SGB6
AP11_bin_1	SGB80
GCF_000538415.1_Stap_aure_OCMM6035_V1_genomic	SGB24
GCF_000546205.1_Stap_aure_M0993_V1_genomic	SGB24
GCF_000536255.1_Stap_aure_M1536_V1_genomic	SGB24
SAMN05410574	SGB3
GCF_003492725.1_ASM349272v1_genomic	SGB6
GCF_000559565.1_Stap_aure_M92071_V1_genomic	SGB24
GCF_000362585.1_Stap_aure_M1061_V1_genomic	SGB24
GCF_002991365.1_ASM299136v1_genomic	SGB5
SAMN05410571	SGB3
GCF_002096195.1_ASM209619v1_genomic	SGB42
GCF_001119825.1_6714_3_9_genomic	SGB6
GCF_000535255.1_Stap_aure_M0923_V1_genomic	SGB24
GCF_001180805.1_P20_London_17_VIM_2_05_10_genomic	SGB13-MERGED-SGB172
0998_735_1_CBA_90C_S801-bin_1	SGB129-MERGED-SGB301-MERGED-SGB54-MERGED-SGB604
SAMN09355370	SGB87
GCF_900077065.1_12045_4_39_genomic	SGB62
SAMN04487985	SGB611
GCF_001588875.1_ASM158887v1_genomic	SGB47
CM_D11_S852-bin_1	SGB213-MERGED-SGB29-MERGED-SGB85
SAMN02615872	SGB3
SAMN03573809	SGB44
SAMN03573808	SGB44
SAMN00779804	SGB10
SAMN00779805	SGB10
SAMN00779806	SGB10
SAMN00779807	SGB10
SAMN00779800	SGB10
SAMN00779801	SGB10
SAMN00779802	SGB10
SAMN00779803	SGB10
GCF_001295345.1_ASM129534v1_genomic	SGB13-MERGED-SGB172
SAMN00779809	SGB10
SAMEA1711789	SGB16
SAMEA1711780	SGB16
SAMEA1711781	SGB16
SAMEA1711782	SGB16
SAMEA1711783	SGB16
SAMEA1711784	SGB16
SAMEA1711785	SGB16
SAMEA1711786	SGB16
GCF_000386905.2_ASM38690v2_genomic	SGB6
SAMEA3505363	SGB107
SAMEA1690401	SGB6
SAMEA1690400	SGB6
GCF_000359625.1_ASM35962v1_genomic	SGB28
JKR_P2_50_B07_S818_001-bin_2	SGB200
SAMEA104656294	SGB10
GCF_002983905.1_ASM298390v1_genomic	SGB5
GCF_000558045.1_Stap_aure_M0605_V1_genomic	SGB24
GCF_003474345.1_ASM347434v1_genomic	SGB1
SAMEA1690408	SGB6
GCF_001452965.1_WH-SGI-V-07260_genomic	SGB13-MERGED-SGB172
GCF_001373935.1_249_2_5Pc_3_contigs_500_genomic	SGB13-MERGED-SGB172
SAMN02741601	SGB3
SAMN10796308	SGB32
GCF_000387305.2_ASM38730v2_genomic	SGB6
GCF_001536325.1_12082_3_52_genomic	SGB18
0795_578_1_1_LKV4_S455-bin_1	SGB49
GCF_002071875.1_ASM207187v1_genomic	SGB31
GCF_000636035.1_NTHi584v1_genomic	SGB5
Z10_bin_3	SGB104-MERGED-SGB193-MERGED-SGB273-MERGED-SGB481
Z10_bin_2	SGB115-MERGED-SGB169-MERGED-SGB170-MERGED-SGB589
Z10_bin_1	SGB115-MERGED-SGB169-MERGED-SGB170-MERGED-SGB589
SAMN03197407	SGB79
GCF_000787195.2_ASM78719v2_genomic	SGB6
GCF_001405135.1_13414_6_50_genomic	SGB275
SAMEA1695439	SGB16
SAMEA1695438	SGB16
SAMEA1695431	SGB16
SAMEA1695430	SGB16
SAMEA1695433	SGB16
SAMEA1695432	SGB16
SAMEA1695435	SGB16
SAMEA1695434	SGB16
SAMEA1695437	SGB16
GCF_000629225.1_Pseu_aeru_3578_V1_genomic	SGB13-MERGED-SGB172
GCF_000520315.1_Pseu_aeru_BWHPSA044_V1_genomic	SGB13-MERGED-SGB172
GCF_000963275.1_ASM96327v1_genomic	SGB257
SAMN07980927	SGB95
GCF_900030905.1_14355_4_38_genomic	SGB6
SAMN03198006	SGB76
SAMN03198007	SGB76
SAMN03198008	SGB26-MERGED-SGB655
GCF_002096455.1_ASM209645v1_genomic	SGB42
GCF_002075815.1_ASM207581v1_genomic	SGB6
GCF_000533655.1_Stap_aure_M0324_V1_genomic	SGB24
GCF_900203755.1_22535_genomic	SGB6
SRR5274041_bin_1	SGB104-MERGED-SGB193-MERGED-SGB273-MERGED-SGB481
GCF_900075915.1_11983_6_66_genomic	SGB62
SAMN05413857	SGB10
SAMN01939115	SGB3
GCF_003204865.1_ASM320486v1_genomic	SGB18
SAMN01939119	SGB3
GCF_008572085.1_ASM857208v1_genomic	SGB22
SAMN04414901	SGB3
SAMN04414900	SGB3
GCF_001077475.1_ASM107747v1_genomic	SGB13-MERGED-SGB172
SAMN09736920	SGB17
GCF_000159455.2_ASM15945v2_genomic	SGB56
C0161B1	SGB242
SAMN03120290	SGB10
GCF_003495425.1_ASM349542v1_genomic	SGB6
C0141A3	SGB19-MERGED-SGB450-MERGED-SGB685
C0141A2	SGB19-MERGED-SGB450-MERGED-SGB685
C0141A1	SGB19-MERGED-SGB450-MERGED-SGB685
C0141A5	SGB19-MERGED-SGB450-MERGED-SGB685
C0141A4	SGB19-MERGED-SGB450-MERGED-SGB685
0809_588_1_1_BHK4_S821-bin_1	SGB115-MERGED-SGB169-MERGED-SGB170-MERGED-SGB589
GCF_002915235.1_ASM291523v1_genomic	SGB13-MERGED-SGB172
SAMN04270963	SGB10
GCF_001061225.1_ASM106122v1_genomic	SGB18
GCF_000548865.1_Stap_aure_M1435_V1_genomic	SGB24
GCF_000221985.1_ASM22198v1_genomic	SGB72
GCA_001076415.1_ASM107641v1_genomic	SGB227
GCF_900322585.1_Lactobacillus_delbrueckii_subsp._lactis_genomic	SGB53
GCF_000791365.1_AZPAE15026_genomic	SGB13-MERGED-SGB172
GCF_000332665.1_Saur21236v1.0_genomic	SGB24
GCF_003469775.1_ASM346977v1_genomic	SGB101
GCF_000176835.2_ASM17683v2_genomic	SGB203
GCF_000554545.1_Stap_aure_M0310_V1_genomic	SGB24
GCF_003438675.1_ASM343867v1_genomic	SGB101
GCF_001537325.1_12082_2_53_genomic	SGB18
GCF_001993925.1_ASM199392v1_genomic	SGB31
SAMN00008359	SGB23
SAMN00008358	SGB26-MERGED-SGB655
GCF_001024805.1_ASM102480v1_genomic	SGB13-MERGED-SGB172
GCF_003474485.1_ASM347448v1_genomic	SGB257
SAMN09622099	SGB113
GCF_008572075.1_ASM857207v1_genomic	SGB22
SAMN00014269	SGB112
GCF_000542745.1_Stap_aure_FVRH6131_V1_genomic	SGB24
SAMN04417957	SGB3
SAMN04417956	SGB3
SAMN05410634	SGB3
SAMN04417954	SGB3
SAMN04417953	SGB3
SAMN05410633	SGB3
SAMN04417951	SGB3
SAMN05410631	SGB3
SAMN06163274	SGB128
SAMN06163275	SGB128
SAMN06163276	SGB128
SAMN06163270	SGB128
SAMN06163271	SGB128
SAMN04417959	SGB3
SAMN06163273	SGB128
SAMN00761062	SGB3
GCF_001578935.1_ASM157893v1_genomic	SGB506
SAMN08102921	SGB10
GCF_000480475.1_Pseu_aeru_3568_V1_genomic	SGB13-MERGED-SGB172
GCF_000543565.1_Stap_aure_M0779_V1_genomic	SGB24
GCF_001024655.1_ASM102465v1_genomic	SGB13-MERGED-SGB172
SAMEA51821668	SGB87
d12_bin_1	SGB104-MERGED-SGB193-MERGED-SGB273-MERGED-SGB481
SAMN10762134	SGB213-MERGED-SGB29-MERGED-SGB85
GCF_001588825.1_ASM158882v1_genomic	SGB612
GCF_000586875.1_Stap_aure_W19256_V1_genomic	SGB24
SAMN02641532	SGB90
GCF_900076105.1_11983_6_82_genomic	SGB62
SAMN04622367	SGB26-MERGED-SGB655
GCF_000538195.1_Stap_aure_WMCA6041_V1_genomic	SGB24
BG1_bin_6	SGB80
BG1_bin_7	SGB194-MERGED-SGB472
GCA_000411375.1_Cory_pyru_17730_V1_genomic	SGB305
BG1_bin_3	SGB123
GCF_008011775.1_ASM801177v1_genomic	SGB18
GCF_001451575.1_WH-SGI-V-07485_genomic	SGB13-MERGED-SGB172
GCF_003492685.1_ASM349268v1_genomic	SGB5
SAMN00012880	SGB3
GCF_000556665.1_Stap_aure_M0490_V1_genomic	SGB24
SAMN09225768	SGB10
GCF_900203855.1_22521_genomic	SGB6
GCF_000724605.1_ASM72460v1_genomic	SGB462
GCF_003799415.1_ASM379941v1_genomic	SGB6
GCF_000563655.1_Stap_aure_H74056_V1_genomic	SGB24
GCF_000215795.4_PA15_miseq_genomic	SGB13-MERGED-SGB172
SAMEA1876694	SGB16
SAMEA1876697	SGB16
SAMEA1876690	SGB16
SAMEA1876691	SGB16
SAMEA1876692	SGB16
SAMEA1876693	SGB16
GCF_900202725.1_R843_genomic	SGB6
GCF_007896915.1_ASM789691v1_genomic	SGB5
SAMEA1876698	SGB16
DZD_CM_02_S770-bin_1	SGB213-MERGED-SGB29-MERGED-SGB85
GCF_002985745.1_ASM298574v1_genomic	SGB5
GCF_900076845.1_12082_4_38_genomic	SGB62
GCF_000550085.1_Stap_aure_M1501_V1_genomic	SGB24
GCF_000448065.1_ASM44806v1_genomic	SGB6
GCF_001516245.2_ASM151624v2_genomic	SGB13-MERGED-SGB172
GCF_001449835.1_WH-SGI-V-07225_genomic	SGB13-MERGED-SGB172
EE2_bin_3	SGB127-MERGED-SGB78
GCF_001994715.1_ASM199471v1_genomic	SGB31
EE2_bin_1	SGB127-MERGED-SGB78
SAMEA4028762	SGB143
GCF_000361005.1_Stap_aure_M0375_V1_genomic	SGB24
SAMEA3919081	SGB16
SAMN03380816	SGB3
JKR_P1_85_E11_S757_001-bin_1	SGB63
GCF_000539635.1_Stap_aure_SJUD6010_V1_genomic	SGB24
SAMN09631680	SGB165
SAMN09631681	SGB165
GCF_000560765.1_Stap_aure_W39902_V1_genomic	SGB24
GCF_000536295.1_Stap_aure_M1543_V1_genomic	SGB24
SAMN10095185	SGB97
SAMN10095184	SGB97
SAMN10095187	SGB97
SAMN10095186	SGB97
SAMN10095183	SGB97
SAMN10095189	SGB97
SAMN10095188	SGB97
GCF_000481605.1_Pseu_aeru_BWH005_V1_genomic	SGB13-MERGED-SGB172
0055_051_1_1_MRS16_S849-bin_1	SGB242
GCF_002330815.1_ASM233081v1_genomic	SGB13-MERGED-SGB172
JKR_P1_19_C03_S691_001-bin_1	SGB128
GCF_002556605.1_ASM255660v1_genomic	SGB6
GCF_900407825.1_PTHi-13481_genomic	SGB5
SAMN07839766	SGB26-MERGED-SGB655
GCF_000162695.1_ASM16269v1_genomic	SGB24
SAMN03197581	SGB79
SAMN03197584	SGB26-MERGED-SGB655
SAMN05453236	SGB3
GCF_000543925.1_Stap_aure_M0806_V1_genomic	SGB24
GCF_000477615.1_Serratia_fanticola_genomic	SGB318
SAMN07839761	SGB26-MERGED-SGB655
GCF_900454175.1_58075_E01_genomic	SGB6
GCF_000328105.2_ASM32810v2_genomic	SGB6
GCF_000553265.1_Stap_aure_M0183_V1_genomic	SGB24
SAMN03197059	SGB26-MERGED-SGB655
SAMN03197050	SGB26-MERGED-SGB655
SAMN03435039	SGB15
SAMN03435038	SGB15
SAMN03435037	SGB15
SAMN03435036	SGB15
SAMN03435035	SGB15
SAMN03435034	SGB15
SAMN03435033	SGB15
SAMN03435032	SGB15
SAMN03435030	SGB15
GCF_001074805.1_ASM107480v1_genomic	SGB257
GCF_000931625.1_ASM93162v1_genomic	SGB5
GCF_000791205.1_AZPAE14923_genomic	SGB13-MERGED-SGB172
GCF_001453265.1_WH-SGI-V-07506_genomic	SGB13-MERGED-SGB172
GCF_900610365.1_603019-18_genomic	SGB388
GCF_000551105.1_Stap_aure_M0022_V1_genomic	SGB24
SAMN02603351	SGB32
SAMN02603352	SGB55
SAMN02603353	SGB16
GCF_000248855.1_ASM24885v2_genomic	SGB24
SAMEA2272716	SGB90
GCF_000562525.1_Stap_aure_H71785_V1_genomic	SGB24
SAMEA2272718	SGB16
GCF_001698065.1_ASM169806v1_genomic	SGB6
GCF_003842075.1_INS-Nm1105_genomic	SGB6
SAMN09734690	SGB22
SAMN09734694	SGB22
GCF_002899375.1_ASM289937v1_genomic	SGB18
GCF_001453545.1_WH-SGI-V-07678_genomic	SGB13-MERGED-SGB172
GCF_003995425.1_ASM399542v1_genomic	SGB6
GCF_003496725.1_ASM349672v1_genomic	SGB6
GCF_900032455.1_14355_5_16_genomic	SGB6
0091D10	SGB505-MERGED-SGB625-MERGED-SGB98
GCF_900203035.1_R953_genomic	SGB6
GCF_003284885.1_ASM328488v1_genomic	SGB18
GCF_003942805.1_ASM394280v1_genomic	SGB42
GCF_000573245.1_Stap_aure_M1326_V1_genomic	SGB24
GCF_001588645.1_ASM158864v1_genomic	SGB42
GCF_000544785.1_Stap_aure_M0878_V1_genomic	SGB24
GCF_000569995.1_Stap_aure_H87668_V1_genomic	SGB24
GCF_002708685.1_ASM270868v1_genomic	SGB6
FA9_bin_1	SGB355
GCF_000194965.1_ASM19496v1_genomic	SGB47
GCF_000795605.1_AZPAE14710_genomic	SGB13-MERGED-SGB172
GCF_900075815.1_12082_4_48_genomic	SGB205
SAMEA4005236	SGB97
GCF_002001405.1_ASM200140v1_genomic	SGB6
GCF_000563035.1_Stap_aure_F22898_V1_genomic	SGB24
GCF_001554745.1_ASM155474v1_genomic	SGB13-MERGED-SGB172
GCF_000245495.1_ASM24549v1_genomic	SGB24
GCF_000537835.1_Stap_aure_AMMC6050_V1_genomic	SGB24
GCF_000327725.2_ASM32772v2_genomic	SGB6
SAMN05323899	SGB114
SAMN05323898	SGB114
GCF_000480375.1_Pseu_aeru_CF77_V1_genomic	SGB13-MERGED-SGB172
JKR_12_29_17_F03_S694-bin_1	SGB265
SAMN05323891	SGB114
SAMN05323890	SGB114
SAMN05323893	SGB114
SAMN05323892	SGB114
GCF_900407715.1_PTHi-13351_genomic	SGB5
SAMN05323894	SGB114
SAMN05323897	SGB114
SAMN05323896	SGB114
GCF_001679905.1_ASM167990v1_genomic	SGB13-MERGED-SGB172
SAMN08939835	SGB3
GCF_000554345.1_Stap_aure_M0295_V1_genomic	SGB24
C0020B4	SGB19-MERGED-SGB450-MERGED-SGB685
C0020B5	SGB19-MERGED-SGB450-MERGED-SGB685
C0020B1	SGB19-MERGED-SGB450-MERGED-SGB685
C0020B2	SGB19-MERGED-SGB450-MERGED-SGB685
NZ_UFUL01000001.1	SGB447
GCF_008364265.1_ASM836426v1_genomic	SGB18
SAMN09736459	SGB163
C0087A1	SGB19-MERGED-SGB450-MERGED-SGB685
GCF_900025565.1_14324_4_60_genomic	SGB6
GCF_000824245.1_LES_CF_sputum_CF03_contigs_31_a1_genomic	SGB13-MERGED-SGB172
SAMN03104007	SGB443
GCA_001031955	SGB43
GCF_001449395.1_WH-SGI-V-07066_genomic	SGB13-MERGED-SGB172
GCF_002988935.1_ASM298893v1_genomic	SGB5
GCF_000542035.1_Stap_aure_OCMM6096_V1_genomic	SGB24
SAMN09947949	SGB3
SAMN09947948	SGB3
SAMN09947947	SGB3
SAMN09947946	SGB3
SAMN09947945	SGB3
SAMN09947944	SGB3
SAMN09947943	SGB3
SAMN09947942	SGB3
SAMN09947941	SGB3
SAMN09947940	SGB3
GCF_001452825.1_WH-SGI-V-07248_genomic	SGB13-MERGED-SGB172
C0090E6	SGB213-MERGED-SGB29-MERGED-SGB85
GCF_003842305.1_INS-Nm1091_genomic	SGB6
GCF_000605485.1_Stap_aure_M90396_V1_genomic	SGB24
GCF_000024585.1_ASM2458v1_genomic	SGB24
GCF_000795905.1_AZPAE14718_genomic	SGB13-MERGED-SGB172
GCF_001318345.1_ASM131834v1_genomic	SGB134
SAMEA26404168	SGB3
GCF_000543825.1_Stap_aure_M0798_V1_genomic	SGB24
SAMN09435332	SGB10
SAMN04605225	SGB26-MERGED-SGB655
SAMN09435330	SGB10
GCF_900075795.1_11983_6_48_genomic	SGB62
SAMN07702384	SGB26-MERGED-SGB655
GCA_001720815	SGB43
GCF_008572205.1_ASM857220v1_genomic	SGB22
GCF_003031445.1_ASM303144v1_genomic	SGB62
GCF_000530965.1_Stap_aure_M0121_V1_genomic	SGB24
GCF_002104105.1_ASM210410v1_genomic	SGB18
GCF_000560845.1_Stap_aure_M12714_V1_genomic	SGB24
GCA_002532085.1_ASM253208v1_genomic	SGB150
GCF_900202075.1_R542_genomic	SGB6
MG_112797_bin_2	SGB91
MG_112797_bin_3	SGB242
SAMN06368306	SGB615
b7_bin_1	SGB127-MERGED-SGB78
GCF_000012045.1_ASM1204v1_genomic	SGB24
GCF_902362755.1_MGYG-HGUT-00048_genomic	SGB243
GCF_000363605.1_Stap_aure_M1510_V1_genomic	SGB24
SAMN02729176	SGB10
SAMN08193668	SGB127-MERGED-SGB78
SAMN08193669	SGB104-MERGED-SGB193-MERGED-SGB273-MERGED-SGB481
SAMN02729173	SGB10
SAMN08193666	SGB235
GCF_000418915.1_S_marcescensMC458-1.0_genomic	SGB18
GCF_000794265.1_AZPAE14833_genomic	SGB13-MERGED-SGB172
GCF_000362225.1_Stap_aure_M0934_V1_genomic	SGB24
GCA_003459405.1_ASM345940v1_genomic	SGB284
GCF_001060335.1_ASM106033v1_genomic	SGB18
GCF_001454595.1_WH-SGI-V-07268_genomic	SGB13-MERGED-SGB172
GCF_001317425.2_59_S30v.02_genomic	SGB18
SAMEA1711623	SGB16
SAMEA1711622	SGB16
SAMEA1711621	SGB16
SAMEA1711627	SGB16
SAMEA1711626	SGB16
SAMEA1711625	SGB16
SAMEA1711624	SGB16
SAMEA1711629	SGB16
SAMEA1711628	SGB16
GCF_000647635.1_PseAerIGB83_1.0_genomic	SGB13-MERGED-SGB172
SAMN02598542	SGB19-MERGED-SGB450-MERGED-SGB685
SAMN07420958	SGB3
SAMN07420959	SGB3
SAMN07420956	SGB3
SAMN07420957	SGB3
SAMN07420954	SGB3
SAMN07420955	SGB3
SAMN07420952	SGB3
SAMN07420953	SGB3
SAMN07420950	SGB3
SAMN07420951	SGB3
SAMEA80458918	SGB139
GCF_900076985.1_12045_4_32_genomic	SGB62
GCF_002861025.1_ASM286102v1_genomic	SGB212
GCF_002988385.1_ASM298838v1_genomic	SGB5
GCF_000540155.1_Stap_aure_HOAG6025_V1_genomic	SGB24
SAMN03002779	SGB3
GCF_002237425.1_ASM223742v1_genomic	SGB13-MERGED-SGB172
E4_1683_1263_1_CBA2_S186-bin_1-SPLIT	SGB129-MERGED-SGB301-MERGED-SGB54-MERGED-SGB604
GCF_000535155.1_Stap_aure_M0886_V1_genomic	SGB24
GCF_000540775.1_Stap_aure_SCOA6048_V1_genomic	SGB24
GCF_000578055.1_Stap_aure_F63787_V1_genomic	SGB24
GCF_003437205.1_ASM343720v1_genomic	SGB157
GCF_000578715.1_Stap_aure_T86574_V1_genomic	SGB24
JKR_P1_61_E08_S733_001-bin_1	SGB365
GCF_001024765.1_ASM102476v1_genomic	SGB13-MERGED-SGB172
GCF_000540375.1_Stap_aure_UCIM6042_V1_genomic	SGB24
SAMEA3918758	SGB16
SAMEA3918759	SGB16
GCF_000448145.1_ASM44814v1_genomic	SGB6
SAMEA3918754	SGB16
SAMEA3918755	SGB16
SAMEA3918756	SGB16
SAMEA3918750	SGB16
SAMEA3918751	SGB16
SAMEA3918752	SGB16
SAMEA3918753	SGB16
SAMN09691177	SGB87
SAMEA104224812	SGB507
a5_bin_3	SGB240
a5_bin_2	SGB551-MERGED-SGB623-MERGED-SGB693-MERGED-SGB84
a5_bin_4	SGB104-MERGED-SGB193-MERGED-SGB273-MERGED-SGB481
SAMN03220318	SGB97
GCF_001444895.1_ASM144489v1_genomic	SGB13-MERGED-SGB172
DZD_CM_05_S773-bin_1	SGB213-MERGED-SGB29-MERGED-SGB85
SAMEA1324152	SGB16
GCF_902167735.1_Dorea_longicatena_SSTS_Bg7063_genomic	SGB220
GCF_000793825.1_AZPAE14921_genomic	SGB13-MERGED-SGB172
GCF_003842955.1_INS-Nm1029_genomic	SGB6
GCF_001697805.1_ASM169780v1_genomic	SGB6
GCF_000546885.1_Stap_aure_M1059_V1_genomic	SGB24
GCF_900076025.1_11983_6_75_genomic	SGB262
GCF_000291745.1_ASM29174v1_genomic	SGB13-MERGED-SGB172
SAMN08395893	SGB616
GCF_900200175.1_B069_genomic	SGB6
GCF_000593625.1_Stap_aure_F55987_V1_genomic	SGB24
GCF_003944125.1_ASM394412v1_genomic	SGB47
GCF_002148505.1_ASM214850v1_genomic	SGB6
JKR_P1_07_G01_S679_001-bin_1	SGB213-MERGED-SGB29-MERGED-SGB85
GCA_900085675	SGB43
GCF_001063995.1_ASM106399v1_genomic	SGB236
C0123C1	SGB50
C0123C3	SGB50
GCF_003493005.1_ASM349300v1_genomic	SGB6
GCF_000561045.1_Stap_aure_H18811_V1_genomic	SGB24
GCA_000212375.1_ASM21237v1_genomic	SGB456
GCF_000556505.1_Stap_aure_M0476_V1_genomic	SGB24
0055_051_1_1_MRS3_S769-bin_1	SGB242
GCF_003415425.1_ASM341542v1_genomic	SGB5
GCF_001539425.1_12082_2_81_genomic	SGB18
GCF_003397705.1_ASM339770v1_genomic	SGB104-MERGED-SGB193-MERGED-SGB273-MERGED-SGB481
GCF_003935355.1_ASM393535v1_genomic	SGB18
GCF_000561565.1_Stap_aure_H33594_V1_genomic	SGB24
GCF_900075255.1_11983_7_73_genomic	SGB62
SAMN04958319	SGB3
SAMN04958318	SGB3
GCA_900086375	SGB43
SRR6747967_bin_13	SGB58
SRR6747967_bin_10	SGB376-MERGED-SGB410
SRR6747967_bin_11	SGB185
SAMN00015387	SGB118
GCF_900204805.1_23462_genomic	SGB6
GCF_000563255.1_Stap_aure_H24662_V1_genomic	SGB24
SAMN05413866	SGB10
SAMN05413867	SGB10
SAMN05413864	SGB10
SAMN05413865	SGB10
SAMN05413862	SGB10
SAMN05413863	SGB10
SAMN05413860	SGB10
SAMN05413861	SGB10
GCF_000790025.1_AZPAE14858_genomic	SGB13-MERGED-SGB172
SAMN05413868	SGB10
SAMN05413869	SGB10
GCF_003942485.1_ASM394248v1_genomic	SGB47
SAMEA3888212	SGB15
SAMEA1031428	SGB15
SAMEA1031422	SGB15
GCF_000572605.1_Stap_aure_MISS6132_V1_genomic	SGB24
SAMEA1031420	SGB15
SAMEA1031426	SGB15
SAMEA1031427	SGB15
SAMEA1031424	SGB15
SAMEA1031425	SGB15
GCF_000562425.1_Stap_aure_S11444_V1_genomic	SGB24
MG_199199_bin_46	SGB466
MG_199199_bin_47	SGB7
MG_199199_bin_42	SGB168
MG_199199_bin_40	SGB592-MERGED-SGB93
GCF_003471015.1_ASM347101v1_genomic	SGB220
SAMN05410768	SGB3
SRR5274031_bin_2	SGB71
SAMN03357929	SGB3
GCF_009024815.1_ASM902481v1_genomic	SGB27
GCF_900034265.1_14555_6_34_genomic	SGB6
SAMN05238718	SGB182
GCF_002239545.1_ASM223954v1_genomic	SGB13-MERGED-SGB172
GCF_000412775.1_ASM41277v1_genomic	SGB24
JKR_12_29_17_A02_S681-bin_1	SGB118
GCF_000790835.1_AZPAE15047_genomic	SGB13-MERGED-SGB172
SAMEA1690331	SGB6
SAMN03800296	SGB3
SAMEA1690333	SGB6
SAMEA1690332	SGB6
SAMN03800293	SGB3
SAMEA1690334	SGB6
SAMN03800291	SGB3
SAMEA1690336	SGB6
SAMEA1690339	SGB6
SAMEA1690338	SGB6
GCF_001537865.1_12082_5_46_genomic	SGB18
SAMN05410760	SGB3
SAMN03357922	SGB3
GCF_001555235.1_ASM155523v1_genomic	SGB13-MERGED-SGB172
SAMN05410763	SGB3
CM_C01_S771-bin_1	SGB213-MERGED-SGB29-MERGED-SGB85
SAMN03014697	SGB77
SAMN02299483	SGB10
SAMN02299482	SGB10
GCF_900034935.1_14412_4_32_genomic	SGB5
SAMN02299480	SGB10
SAMN02299487	SGB10
SAMN02299486	SGB10
SAMN02299485	SGB10
SAMN02299484	SGB10
SAMN02299489	SGB10
SAMN02299488	SGB10
GCF_000215025.1_ASM21502v2_genomic	SGB268
SAMN03359259	SGB3
GCF_000552925.1_Stap_aure_M0160_V1_genomic	SGB24
GCF_001263315.1_ASM126331v1_genomic	SGB53
SAMN02584770	SGB128
BN9_bin_1	SGB115-MERGED-SGB169-MERGED-SGB170-MERGED-SGB589
GCF_003492665.1_ASM349266v1_genomic	SGB6
SAMN03957073	SGB52
SAMN09435188	SGB10
GCF_000554645.1_Stap_aure_M0319_V1_genomic	SGB24
GCF_000824345.1_LES_CF_sputum_CF03_contigs_38_a1_genomic	SGB13-MERGED-SGB172
GCF_000543465.1_Stap_aure_M0772_V1_genomic	SGB24
GCF_001035765.1_ASM103576v1_genomic	SGB13-MERGED-SGB172
SAMEA4885360	SGB10
GCA_003471195.1_ASM347119v1_genomic	SGB332
SAMN09734529	SGB87
SAMEA2272281	SGB90
SAMEA2272284	SGB90
SAMN09734520	SGB17
GCF_002312275.1_ASM231227v1_genomic	SGB13-MERGED-SGB172
SAMN05301561	SGB3
SAMN09734527	SGB23
SAMEA1677289	SGB6
GCF_001953605.1_ASM195360v1_genomic	SGB28
GCF_000253135.1_ASM25313v1_genomic	SGB24
GCF_000601965.1_Stap_aure_F91072_V1_genomic	SGB24
GCF_000549345.1_Stap_aure_M1467_V1_genomic	SGB24
GCF_000361045.1_Stap_aure_M0396_V1_genomic	SGB24
GCF_000592945.1_Stap_aure_M1205_V1_genomic	SGB24
SAMN09631729	SGB620
GCF_000597525.1_Stap_aure_AMMC6114_V1_genomic	SGB24
GCF_001037275.1_ASM103727v1_genomic	SGB13-MERGED-SGB172
GCF_900076695.1_12045_5_42_genomic	SGB62
GCF_000386525.2_ASM38652v2_genomic	SGB6
SAMN03197934	SGB26-MERGED-SGB655
SAMN03197931	SGB106
GCF_000602085.1_Stap_aure_T16619_V1_genomic	SGB24
GCF_003800075.1_ASM380007v1_genomic	SGB6
GCF_000553615.1_Stap_aure_M0208_V1_genomic	SGB24
GCF_002136075.1_ASM213607v1_genomic	SGB13-MERGED-SGB172
GCF_001450785.1_WH-SGI-V-07242_genomic	SGB13-MERGED-SGB172
SAMEA864275	SGB16
SAMEA864274	SGB16
SAMEA864277	SGB16
SAMEA864276	SGB16
SAMEA864271	SGB16
SAMEA864270	SGB16
SAMEA864273	SGB16
SAMEA864272	SGB16
SAMEA864279	SGB16
SAMEA864278	SGB16
GCF_000607405.1_Stap_aure_DAR3548_V1_genomic	SGB24
GCF_003494325.1_ASM349432v1_genomic	SGB5
GCF_001515845.2_ASM151584v2_genomic	SGB13-MERGED-SGB172
GCF_900076115.1_11983_6_83_genomic	SGB62
SAMN03217745	SGB44
JKR_P2_21_E03_S789_001-bin_1	SGB110-MERGED-SGB577
GCF_000362825.1_Stap_aure_M1119_V1_genomic	SGB24
GCF_002135885.1_ASM213588v1_genomic	SGB13-MERGED-SGB172
GCF_900075515.1_11983_6_13_genomic	SGB62
GCF_900518945.1_NIG-Sm-3-18_genomic	SGB18
GCF_000363485.1_Stap_aure_M1405_V1_genomic	SGB24
GCF_001554305.1_ASM155430v1_genomic	SGB13-MERGED-SGB172
GCF_900461335.1_50279_E02_genomic	SGB302
MG_186847_bin_5	SGB127-MERGED-SGB78
MG_186847_bin_4	SGB19-MERGED-SGB450-MERGED-SGB685
MG_186847_bin_7	SGB551-MERGED-SGB623-MERGED-SGB693-MERGED-SGB84
MG_186847_bin_6	SGB213-MERGED-SGB29-MERGED-SGB85
MG_186847_bin_1	SGB127-MERGED-SGB78
MG_186847_bin_3	SGB128
MG_192622_bin_8	SGB58
GCF_003439415.1_ASM343941v1_genomic	SGB101
SAMN02469678	SGB25
GCF_001036835.1_ASM103683v1_genomic	SGB13-MERGED-SGB172
SAMN05328038	SGB32
F3_1503_1114_2_MRS6_S199-bin_1-SPLIT	SGB254-MERGED-SGB255
BM2_bin_1	SGB129-MERGED-SGB301-MERGED-SGB54-MERGED-SGB604
GCF_000547225.1_Stap_aure_M1091_V1_genomic	SGB24
GCF_000221985.1	SGB72
