GCF_003469635.1_ASM346963v1_genomic	SGB516
h7_bin_4	SGB129
h7_bin_5	SGB521
SAMEA23860168	SGB407
h7_bin_2	SGB464
h7_bin_3	SGB521
GCF_002237015.1_ASM223701v1_genomic	SGB359
GCF_008364325.1_ASM836432v1_genomic	SGB087
SAMN00621712	SGB533
GCF_900203565.1_21966_genomic	SGB513
GCF_001540185.1_12082_2_41_genomic	SGB597
GCF_002550045.1_ASM255004v1_genomic	SGB366
SAMEA3918843	SGB598
GCF_000363765.1_Stap_aure_M1565_V1_genomic	SGB185
GCF_003842105.1_INS-Nm1103_genomic	SGB513
GCF_900076295.1_12082_4_54_genomic	SGB238
GCF_001037395.1_ASM103739v1_genomic	SGB359
MG_263077_bin_1	SGB266
MG_263077_bin_2	SGB521
GCF_001981705.1_ASM198170v1_genomic	SGB391
GCF_000562225.1_Stap_aure_T81559_V1_genomic	SGB185
SAMEA4362428	SGB009
GCF_002204155.1_ASM220415v1_genomic	SGB359
GCF_900021115.1_14324_5_67_genomic	SGB513
SAMN04417997	SGB401
GCF_002239955.1_ASM223995v1_genomic	SGB399
GCA_001033645	SGB486
GCF_000470865.1_ASM47086v1_genomic	SGB185
GCF_000552885.1_Stap_aure_M0157_V1_genomic	SGB185
SAMEA23864668	SGB603
0795_578_1_1_MRS7_S780-bin_1	SGB237
GCF_000552145.1_Stap_aure_M0101_V1_genomic	SGB185
SAMEA2271946	SGB414
GCF_001969775.1_ASM196977v1_genomic	SGB513
SAMN06233788	SGB275
GCF_001453735.1_WH-SGI-V-07701_genomic	SGB359
GCF_001540445.1_12082_3_72_genomic	SGB597
GCF_000293265.1_ASM29326v1_genomic	SGB513
GCF_900024385.1_14324_4_90_genomic	SGB513
GCF_000541015.1_Stap_aure_SJUD6109_V1_genomic	SGB185
GCF_000532475.1_Stap_aure_M1381_V1_genomic	SGB185
GCF_000215405.1_ASM21540v2_genomic	SGB185
GCF_001921175.1_TRN6649_genomic	SGB359
GCF_000960035.1_ASM96003v1_genomic	SGB487
GCF_000386925.2_ASM38692v2_genomic	SGB513
GCF_003854545.1_ASM385454v1_genomic	SGB343
SAMN00002229	SGB266
SAMN00002227	SGB123
GCF_000789785.1_AZPAE14850_genomic	SGB359
SAMN00002221	SGB481
GCF_000595945.1_Stap_aure_DAR5838_V1_genomic	SGB185
GCF_000528215.1_Stap_aure_M0670_V1_genomic	SGB185
GCF_001184485.1_ASM118448v1_genomic	SGB511
GCF_000236455.2_ASM23645v2_genomic	SGB057
GCF_000532075.1_Stap_aure_M0884_V1_genomic	SGB185
JKR_12_29_17_A03_S689-bin_1	SGB601
GCF_000178035.1_ASM17803v1_genomic	SGB185
SAMN05410580	SGB401
SAMN04853034	SGB513
SAMN04853035	SGB513
SAMN04246388	SGB019
SAMN04853030	SGB513
SAMN04853031	SGB513
SAMN04853032	SGB513
SAMN04853033	SGB513
SAMN05410583	SGB401
FB1_bin_10	SGB380
GCF_900025435.1_14324_5_41_genomic	SGB513
GCF_000563455.1_Stap_aure_H57821_V1_genomic	SGB185
SAMN06368633	SGB242
SAMN06368632	SGB242
SAMN06368631	SGB242
SAMN06368630	SGB242
SAMN06368637	SGB242
SAMN06368636	SGB242
SAMN06368635	SGB242
SAMN06368634	SGB242
SAMN06368639	SGB242
SAMN06368638	SGB242
GCF_003252795.1_ASM325279v1_genomic	SGB342
GCF_900029815.1_14355_8_5_genomic	SGB513
GCF_000174455.1_ASM17445v1_genomic	SGB185
GCF_001451885.1_WH-SGI-V-07504_genomic	SGB359
GCF_003204935.1_ASM320493v1_genomic	SGB597
SAMN00808928	SGB123
GCF_001697745.1_ASM169774v1_genomic	SGB513
MG_205209_bin_13	SGB171
MG_205209_bin_12	SGB453
GCF_900116655.1	SGB491
0795_578_1_1_MRSIHK6_S838-bin_1	SGB084
MG_205209_bin_18	SGB521
GCF_002986515.1_ASM298651v1_genomic	SGB511
GCF_900075875.1_11983_6_60_genomic	SGB238
GCF_000553875.1_Stap_aure_M0241_V1_genomic	SGB185
SAMN02743864	SGB401
SAMEA3918848	SGB598
SAMEA3918849	SGB598
SAMEA3918840	SGB598
SAMEA3918841	SGB598
SAMEA3918842	SGB598
SAMN03285299	SGB401
SAMEA3918844	SGB598
SAMEA3918845	SGB598
SAMEA3918846	SGB598
SAMEA3918847	SGB598
H6_bin_1	SGB521
H6_bin_2	SGB464
GCF_001451205.1_WH-SGI-V-07414_genomic	SGB359
GCF_000520435.1_Pseu_aeru_BWHPSA038_V1_genomic	SGB359
GCF_001537685.1_12082_5_32_genomic	SGB597
GCF_003493645.1_ASM349364v1_genomic	SGB511
GCF_000579455.1_Stap_aure_H49831_V1_genomic	SGB185
SAMN09736768	SGB180
GCF_900475755.1_45214_B02_genomic	SGB511
SAMN09736767	SGB599
GCF_003985225.1_ASM398522v1_genomic	SGB399
GCF_000577145.1_Stap_aure_F46780_V1_genomic	SGB185
SAMEA44530918	SGB569
GCF_000561585.1_Stap_aure_F70893_V1_genomic	SGB185
GCF_003464785.1_ASM346478v1_genomic	SGB199
GCF_000796655.1_AZPAE12142_genomic	SGB359
GCF_000545505.1_Stap_aure_M0932_V1_genomic	SGB185
SAMN03357076	SGB401
GCF_003995145.1_ASM399514v1_genomic	SGB513
SAMN04599988	SGB401
GCF_900475715.1_44927_A02_genomic	SGB491
GCF_900200365.1_B142_genomic	SGB513
GCF_003491145.1_ASM349114v1_genomic	SGB513
0421_295_1_1_MRS12_S851-bin_1	SGB266
GCF_000602165.1_Stap_aure_W85806_020613_V1_genomic	SGB185
GCF_000795085.1_AZPAE14813_genomic	SGB359
JKR_P1_41_A06_S713_001-bin_1	SGB061
GCF_000605905.1_Stap_aure_W25814_V1_genomic	SGB185
SAMN10055691	SGB601
SAMN10055690	SGB601
SAMN10055693	SGB601
SAMN10055692	SGB601
SAMN10055695	SGB601
SAMN10055694	SGB601
SAMN10055697	SGB601
SAMN10055696	SGB601
SAMN10055699	SGB601
SAMN10055698	SGB601
SAMEA3919030	SGB598
SAMEA3919031	SGB598
SAMEA3919036	SGB598
SAMEA3919037	SGB598
SAMEA3919035	SGB598
SAMEA3919038	SGB598
SAMEA3919039	SGB598
GCF_000594705.1_Stap_aure_M79684_V1_genomic	SGB185
SAMN03357078	SGB401
GCF_002326095.1_ASM232609v1_genomic	SGB359
SAMN03357079	SGB401
GCF_004103635.1_ASM410363v1_genomic	SGB488
GCF_900076515.1_12045_5_26_genomic	SGB238
GCF_001180945.1_P27_Wales_1_VIM_2_02_11_genomic	SGB359
GCF_900076805.1_12045_4_18_genomic	SGB238
GCF_000561725.1_Stap_aure_F77005_V1_genomic	SGB185
SAMN02471912	SGB284
GCF_002984925.1_ASM298492v1_genomic	SGB511
GCF_001086635.1_ASM108663v1_genomic	SGB359
SAMN08194889	SGB527
GCF_000597225.1_Stap_aure_F92127_V1_genomic	SGB185
GCF_000550665.1_Stap_aure_M1552_V1_genomic	SGB185
GCF_000386565.2_ASM38656v2_genomic	SGB513
n2_bin_1	SGB521
GCF_000191085.1_ASM19108v1_genomic	SGB490
GCF_900076915.1_12045_4_25_genomic	SGB238
SAMN06828931	SGB404
GCF_003184385.1_ASM318438v1_genomic	SGB511
SAMN06828932	SGB404
SAMN06192242	SGB598
GCF_003400545.1_ASM340054v1_genomic	SGB597
GCF_008868695.1_ASM886869v1_genomic	SGB040
GCF_001451865.1_WH-SGI-V-07502_genomic	SGB359
GCF_001374655.1_223_Rw138_contigs_500_genomic	SGB359
SAMN04014996	SGB283
SAMN04014997	SGB283
SAMN05363827	SGB534
GCF_000560585.1_Stap_aure_H84492_V1_genomic	SGB185
GCF_000554785.1_Stap_aure_M0331_V1_genomic	SGB185
SAMN05150648	SGB392
SAMN11366429	SGB184
C0128B3	SGB001
GCF_000542785.1_Stap_aure_COAS6112_V1_genomic	SGB185
GCF_000793025.1_AZPAE15018_genomic	SGB359
GCF_000390425.1_ASM39042v1_genomic	SGB399
GCF_004802095.1_ASM480209v1_genomic	SGB511
GCF_000169815.1_ASM16981v1_genomic	SGB511
BI14_bin_5	SGB467
MG_256775_bin_6	SGB275
JKR_12_29_17_C03_S691-bin_1	SGB281
GCF_001539765.1_12082_2_65_genomic	SGB597
SAMN09704939	SGB489
GCA_002261665	SGB486
SAMN03435040	SGB601
0795_578_1_1_MRSI8_S902-bin_1	SGB266
GCF_900077285.1_12045_4_56_genomic	SGB238
SAMN07839767	SGB481
SAMN03081471	SGB095
SAMN07839765	SGB481
SAMN07839764	SGB481
SAMN07839763	SGB481
SAMN07839762	SGB481
GCF_000573085.1_Stap_aure_M1337_V1_genomic	SGB185
SAMN07839760	SGB481
SAMN03081478	SGB404
SAMN03081479	SGB404
SAMN07839769	SGB481
SAMN07839768	SGB481
GCF_004153815.1_ASM415381v1_genomic	SGB087
GCF_000578755.1_Stap_aure_H43986_V1_genomic	SGB185
GCF_000574745.1_Stap_aure_M1219_V1_genomic	SGB185
GCF_002861065.1_ASM286106v1_genomic	SGB359
GCF_000307345.1_Para_merd_CL03T12C32_V1_genomic	SGB516
GCF_000560205.1_Stap_aure_H57070_V1_genomic	SGB185
MG_175260_bin_1	SGB521
MG_175260_bin_2	SGB519
MG_175260_bin_5	SGB504
MG_175260_bin_7	SGB245
GCF_001579015.1_ASM157901v1_genomic	SGB361
GCF_000544545.1_Stap_aure_M0855_V1_genomic	SGB185
SAMD00060918	SGB520
GCF_001994345.1_ASM199434v1_genomic	SGB343
SAMN09435210	SGB603
SAMN09435212	SGB603
SAMN09435215	SGB603
SAMN09435214	SGB603
GCF_002253835.1_ASM225383v1_genomic	SGB057
SAMEA4665868	SGB535
0809_588_1_1_LKV6_S395-bin_1	SGB061
GCF_000560605.1_Stap_aure_H84507_V1_genomic	SGB185
GCF_001450995.1_WH-SGI-V-07387_genomic	SGB359
GCF_900407575.1_PTHi-12853_genomic	SGB511
GCF_002206605.1_ASM220660v1_genomic	SGB296
GCF_002989095.1_ASM298909v1_genomic	SGB511
GCA_002235315	SGB486
GCF_000570275.1_Stap_aure_F43221_V1_genomic	SGB185
GCF_900199985.1_B009_genomic	SGB513
GCF_900203345.1_R998_genomic	SGB513
GCF_000290555.2_ASM29055v2_genomic	SGB359
SAMEA1677331	SGB513
GCF_000540295.1_Stap_aure_WAMC6046_V1_genomic	SGB185
SAMEA4017720	SGB598
SAMEA4017721	SGB598
GCA_001405955.1_14207_7_3_genomic	SGB280
GCF_001148025.1_6714_3_16_genomic	SGB513
SAMEA2238149	SGB598
SAMEA2238147	SGB598
SAMEA2238146	SGB598
SAMEA2238145	SGB598
SAMEA2238144	SGB598
SAMEA2238143	SGB598
SAMEA2238142	SGB598
SAMEA2238141	SGB598
SAMEA3888219	SGB601
SAMEA3888218	SGB601
Z5_bin_1	SGB521
SAMEA3888213	SGB601
GCF_001147245.1_6714_2_22_genomic	SGB513
SAMEA3888211	SGB601
SAMEA3888210	SGB601
SAMEA3888217	SGB601
SAMEA3888216	SGB601
SAMEA3888215	SGB601
SAMEA3888214	SGB601
GCF_000607425.1_Stap_aure_DAR3551_V1_genomic	SGB185
SAMN07303434	SGB344
SAMEA1876654	SGB598
SAMN02463822	SGB242
SAMN07982100	SGB603
GCF_900027425.1_14355_4_81_genomic	SGB513
SAMN05163897	SGB401
SAMN05163896	SGB401
SAMN05163895	SGB401
SAMN05163894	SGB401
SAMN05163893	SGB401
SAMN04590091	SGB414
SAMN05163899	SGB401
SAMN05163898	SGB401
DZD_CM_26_S794-bin_2	SGB266
GCF_000793705.1_AZPAE14907_genomic	SGB359
SAMN00993722	SGB601
GCF_002927165.1_ASM292716v1_genomic	SGB186
SAMN05410810	SGB401
SAMN10458224	SGB283
SAMN02644974	SGB598
GCF_001036725.1_ASM103672v1_genomic	SGB359
SAMN03610569	SGB407
GCF_002990375.1_ASM299037v1_genomic	SGB511
GCF_002985585.1_ASM298558v1_genomic	SGB511
GCF_000544865.1_Stap_aure_M0885_V1_genomic	SGB185
GCF_003724735.1_INS-Nm1177_genomic	SGB513
GCF_001853495.1_ASM185349v1_genomic	SGB597
SAMN00991091	SGB601
GCA_002264435	SGB486
GCF_001454415.1_WH-SGI-V-07317_genomic	SGB359
SAMN05915698	SGB402
SAMN05915695	SGB402
SAMN05915696	SGB402
SAMN05915697	SGB402
GCF_900025455.1_14324_5_92_genomic	SGB513
GCF_900043255.1_14355_5_7_genomic	SGB513
SAMEA2272125	SGB019
GCF_001888965.1_ASM188896v1_genomic	SGB054
GCF_001067935.1_ASM106793v1_genomic	SGB359
GCF_000362745.1_Stap_aure_M1093_V1_genomic	SGB185
SAMN03197223	SGB603
GCF_001765725.1_ASM176572v1_genomic	SGB359
E3_1733_1310_1_BDMRSCQ11_S166-bin_1-SPLIT	SGB020
GCA_002201495.1_ASM220149v1_genomic	SGB056
GCF_003432815.1_ASM343281v1_genomic	SGB513
GCF_900017465.1_14355_6_91_genomic	SGB513
SAMN02347428	SGB401
GCF_900022005.1_14324_4_32_genomic	SGB513
SAMEA1035026	SGB409
SAMEA1035027	SGB409
SAMEA1035024	SGB409
SAMEA1035025	SGB409
SAMEA1035028	SGB409
SAMEA1035029	SGB409
ZD1_bin_1	SGB401
SAMN08321074	SGB401
SAMN06319229	SGB095
SAMN08321076	SGB401
SAMN08321077	SGB401
SAMN08321070	SGB401
SAMN08321071	SGB401
SAMN08321072	SGB401
SAMN08321073	SGB401
GCF_003433015.1_ASM343301v1_genomic	SGB513
SAMN06319221	SGB095
SAMN06319222	SGB095
SAMN06319223	SGB095
SAMN08321078	SGB401
SAMN08321079	SGB401
GCF_003355295.1_ASM335529v1_genomic	SGB513
SAMN06319227	SGB095
GCF_000553245.1_Stap_aure_M0182_V1_genomic	SGB185
GCF_900033635.1_14324_4_8_genomic	SGB513
GCA_003475215.1_ASM347521v1_genomic	SGB442
GCF_000362405.1_Stap_aure_M0999_V1_genomic	SGB185
SAMN06302341	SGB348
GCF_004167485.1_ASM416748v1_genomic	SGB557
GCF_900076665.1_12045_5_40_genomic	SGB238
SAMN03197088	SGB283
GCF_002989135.1_ASM298913v1_genomic	SGB511
GCF_000544285.1_Stap_aure_M0836_V1_genomic	SGB185
GCF_003691655.1_ASM369165v1_genomic	SGB511
GCF_000824105.1_LES_CF_sputum_CF03_contigs_21_a1_genomic	SGB359
GCF_000560745.1_Stap_aure_F46632_V1_genomic	SGB185
SAMN08471584	SGB401
SAMN08471585	SGB401
SAMN08471586	SGB401
SAMN08471587	SGB401
SAMN08471580	SGB401
SAMN08471581	SGB401
SAMN08471582	SGB401
SAMN08471583	SGB401
SAMN08471588	SGB401
SAMN08471589	SGB401
SAMN02469944	SGB402
GCF_900024445.1_14555_6_22_genomic	SGB513
SAMN03285227	SGB401
GCF_003841985.1_INS-Nm1123_genomic	SGB513
SAMEA4552894	SGB283
SAMEA4552892	SGB283
SAMEA4552893	SGB019
JKR_P2_23_G03_S791_001-bin_2	SGB410
SAMN04325954	SGB523
GCF_000595865.1_Stap_aure_DAR5834_V1_genomic	SGB185
GCF_001035575.1_ASM103557v1_genomic	SGB359
GCF_000549125.1_Stap_aure_M1453_V1_genomic	SGB185
GCF_001537465.1_12082_2_82_genomic	SGB597
SAMEA3466619	SGB401
SAMEA3466618	SGB401
SAMEA3466617	SGB401
SAMEA3466616	SGB401
SAMEA3466615	SGB401
SAMEA3466614	SGB401
SAMEA3466613	SGB401
SAMEA3466612	SGB401
SAMEA3466611	SGB401
SAMEA3466610	SGB401
E5_bin_1	SGB521
SAMEA72819418	SGB401
GCF_003400385.1_ASM340038v1_genomic	SGB597
SAMN03380727	SGB380
GCF_000577045.1_Stap_aure_F74035_V1_genomic	SGB185
Y7_bin_1	SGB521
SAMN00006219	SGB468
GCF_001373715.1_238_2_5Pc_2_contigs_500_genomic	SGB359
SAMN00103544	SGB580
SAMN03956212	SGB136
SAMN09197734	SGB401
GCF_001993335.1_ASM199333v1_genomic	SGB343
SAMN04599989	SGB401
SAMN06309528	SGB401
SAMN06309529	SGB401
SAMN06309522	SGB401
SAMN06309523	SGB401
SAMN06309520	SGB401
SAMN06309521	SGB401
SAMN06309526	SGB401
GCF_000532655.1_Stap_aure_M1125_V1_genomic	SGB185
SAMN06309524	SGB401
SAMN02402367	SGB053
GCA_004557465.1_ASM455746v1_genomic	SGB056
GCF_000602765.1_Stap_aure_F48607_V1_genomic	SGB185
SAMN02567348	SGB598
GCF_002989105.1_ASM298910v1_genomic	SGB511
SAMN10225269	SGB344
GCF_000571275.1_Stap_aure_H64967_V1_genomic	SGB185
SAMD00000510	SGB401
GCF_900044715.1_14324_4_16_genomic	SGB513
C0093F8	SGB198
GCF_000538515.1_Stap_aure_WMCA6040_V1_genomic	SGB185
SAMEA3888158	SGB601
SAMN02729111	SGB603
GCF_000571875.1_Stap_aure_F13027_V1_genomic	SGB185
SAMEA3888155	SGB601
SAMEA3888156	SGB601
SAMEA3888151	SGB601
GCF_001374615.1_221_15_321Ba_contigs_500_genomic	SGB359
SAMN06111321	SGB603
SAMN06111320	SGB603
GCF_900407915.1_PTHi-3410_genomic	SGB511
GCF_003490645.1_ASM349064v1_genomic	SGB511
Mitchell_12_29_17_E07_S629-bin_2	SGB266
GCF_900076015.1_11983_6_74_genomic	SGB238
SAMN10793317	SGB598
SAMN10793316	SGB598
SAMN10793315	SGB598
C0014B1	SGB182
SAMN10793312	SGB598
SAMN10793311	SGB598
C0014B2	SGB182
SAMN10272823	SGB603
SAMN10272821	SGB603
SAMN10272820	SGB603
SAMN10272824	SGB603
SAMN10272829	SGB603
SAMN08517520	SGB601
GCF_000573385.1_Stap_aure_M1315_V1_genomic	SGB185
SAMN00808870	SGB603
SAMN00808871	SGB123
SAMN00808872	SGB123
SAMN00808873	SGB123
SAMN00808874	SGB123
SAMN00808875	SGB123
SAMN00808876	SGB123
SAMN00808877	SGB123
SAMN00808878	SGB123
SAMN00808879	SGB123
GCF_000548705.1_Stap_aure_M1425_V1_genomic	SGB185
SAMN07729551	SGB184
SAMN07729552	SGB184
SAMN03263083	SGB451
SAMN05441430	SGB184
SAMN03263080	SGB095
GCF_900027985.1_14555_5_75_genomic	SGB513
AP11_bin_1	SGB245
GCF_000538415.1_Stap_aure_OCMM6035_V1_genomic	SGB185
GCF_000546205.1_Stap_aure_M0993_V1_genomic	SGB185
GCF_000536255.1_Stap_aure_M1536_V1_genomic	SGB185
SAMN05410574	SGB401
GCF_003492725.1_ASM349272v1_genomic	SGB513
GCF_000559565.1_Stap_aure_M92071_V1_genomic	SGB185
GCF_000362585.1_Stap_aure_M1061_V1_genomic	SGB185
GCF_002991365.1_ASM299136v1_genomic	SGB511
SAMN05410571	SGB401
GCF_002096195.1_ASM209619v1_genomic	SGB487
GCF_001119825.1_6714_3_9_genomic	SGB513
GCF_000535255.1_Stap_aure_M0923_V1_genomic	SGB185
GCF_001180805.1_P20_London_17_VIM_2_05_10_genomic	SGB359
0998_735_1_CBA_90C_S801-bin_1	SGB521
SAMN09355370	SGB242
GCF_900077065.1_12045_4_39_genomic	SGB238
SAMN04487985	SGB135
GCF_001588875.1_ASM158887v1_genomic	SGB490
CM_D11_S852-bin_1	SGB266
SAMN02615872	SGB401
SAMN03573809	SGB489
SAMN03573808	SGB489
SAMN00779804	SGB603
SAMN00779805	SGB603
SAMN00779806	SGB603
SAMN00779807	SGB603
SAMN00779800	SGB603
SAMN00779801	SGB603
SAMN00779802	SGB603
SAMN00779803	SGB603
GCF_001295345.1_ASM129534v1_genomic	SGB359
SAMN00779809	SGB603
SAMEA1711789	SGB598
SAMEA1711780	SGB598
SAMEA1711781	SGB598
SAMEA1711782	SGB598
SAMEA1711783	SGB598
SAMEA1711784	SGB598
SAMEA1711785	SGB598
SAMEA1711786	SGB598
GCF_000386905.2_ASM38690v2_genomic	SGB513
SAMEA3505363	SGB283
SAMEA1690401	SGB513
SAMEA1690400	SGB513
GCF_000359625.1_ASM35962v1_genomic	SGB178
JKR_P2_50_B07_S818_001-bin_2	SGB091
SAMEA104656294	SGB603
GCF_002983905.1_ASM298390v1_genomic	SGB511
GCF_000558045.1_Stap_aure_M0605_V1_genomic	SGB185
GCF_003474345.1_ASM347434v1_genomic	SGB516
SAMEA1690408	SGB513
GCF_001452965.1_WH-SGI-V-07260_genomic	SGB359
GCF_001373935.1_249_2_5Pc_3_contigs_500_genomic	SGB359
SAMN02741601	SGB401
SAMN10796308	SGB344
GCF_000387305.2_ASM38730v2_genomic	SGB513
GCF_001536325.1_12082_3_52_genomic	SGB597
0795_578_1_1_LKV4_S455-bin_1	SGB492
GCF_002071875.1_ASM207187v1_genomic	SGB343
GCF_000636035.1_NTHi584v1_genomic	SGB511
Z10_bin_3	SGB467
Z10_bin_2	SGB464
Z10_bin_1	SGB464
SAMN03197407	SGB402
GCF_000787195.2_ASM78719v2_genomic	SGB513
GCF_001405135.1_13414_6_50_genomic	SGB450
SAMEA1695439	SGB598
SAMEA1695438	SGB598
SAMEA1695431	SGB598
SAMEA1695430	SGB598
SAMEA1695433	SGB598
SAMEA1695432	SGB598
SAMEA1695435	SGB598
SAMEA1695434	SGB598
SAMEA1695437	SGB598
GCF_000629225.1_Pseu_aeru_3578_V1_genomic	SGB359
GCF_000520315.1_Pseu_aeru_BWHPSA044_V1_genomic	SGB359
GCF_000963275.1_ASM96327v1_genomic	SGB190
SAMN07980927	SGB413
GCF_900030905.1_14355_4_38_genomic	SGB513
SAMN03198006	SGB408
SAMN03198007	SGB408
SAMN03198008	SGB481
GCF_002096455.1_ASM209645v1_genomic	SGB487
GCF_002075815.1_ASM207581v1_genomic	SGB513
GCF_000533655.1_Stap_aure_M0324_V1_genomic	SGB185
GCF_900203755.1_22535_genomic	SGB513
SRR5274041_bin_1	SGB467
GCF_900075915.1_11983_6_66_genomic	SGB238
SAMN05413857	SGB603
SAMN01939115	SGB401
GCF_003204865.1_ASM320486v1_genomic	SGB597
SAMN01939119	SGB401
GCF_008572085.1_ASM857208v1_genomic	SGB180
SAMN04414901	SGB401
SAMN04414900	SGB401
GCF_001077475.1_ASM107747v1_genomic	SGB359
SAMN09736920	SGB599
GCF_000159455.2_ASM15945v2_genomic	SGB057
C0161B1	SGB020
SAMN03120290	SGB603
GCF_003495425.1_ASM349542v1_genomic	SGB513
C0141A3	SGB001
C0141A2	SGB001
C0141A1	SGB001
C0141A5	SGB001
C0141A4	SGB001
0809_588_1_1_BHK4_S821-bin_1	SGB464
GCF_002915235.1_ASM291523v1_genomic	SGB359
SAMN04270963	SGB603
GCF_001061225.1_ASM106122v1_genomic	SGB597
GCF_000548865.1_Stap_aure_M1435_V1_genomic	SGB185
GCF_000221985.1_ASM22198v1_genomic	SGB405
GCA_001076415.1_ASM107641v1_genomic	SGB371
GCF_900322585.1_Lactobacillus_delbrueckii_subsp._lactis_genomic	SGB054
GCF_000791365.1_AZPAE15026_genomic	SGB359
GCF_000332665.1_Saur21236v1.0_genomic	SGB185
GCF_003469775.1_ASM346977v1_genomic	SGB286
GCF_000176835.2_ASM17683v2_genomic	SGB094
GCF_000554545.1_Stap_aure_M0310_V1_genomic	SGB185
GCF_003438675.1_ASM343867v1_genomic	SGB286
GCF_001537325.1_12082_2_53_genomic	SGB597
GCF_001993925.1_ASM199392v1_genomic	SGB343
SAMN00008359	SGB179
SAMN00008358	SGB481
GCF_001024805.1_ASM102480v1_genomic	SGB359
GCF_003474485.1_ASM347448v1_genomic	SGB190
SAMN09622099	SGB124
GCF_008572075.1_ASM857207v1_genomic	SGB180
SAMN00014269	SGB123
GCF_000542745.1_Stap_aure_FVRH6131_V1_genomic	SGB185
SAMN04417957	SGB401
SAMN04417956	SGB401
SAMN05410634	SGB401
SAMN04417954	SGB401
SAMN04417953	SGB401
SAMN05410633	SGB401
SAMN04417951	SGB401
SAMN05410631	SGB401
SAMN06163274	SGB560
SAMN06163275	SGB560
SAMN06163276	SGB560
SAMN06163270	SGB560
SAMN06163271	SGB560
SAMN04417959	SGB401
SAMN06163273	SGB560
SAMN00761062	SGB401
GCF_001578935.1_ASM157893v1_genomic	SGB111
SAMN08102921	SGB603
GCF_000480475.1_Pseu_aeru_3568_V1_genomic	SGB359
GCF_000543565.1_Stap_aure_M0779_V1_genomic	SGB185
GCF_001024655.1_ASM102465v1_genomic	SGB359
SAMEA51821668	SGB242
d12_bin_1	SGB467
SAMN10762134	SGB266
GCF_001588825.1_ASM158882v1_genomic	SGB188
GCF_000586875.1_Stap_aure_W19256_V1_genomic	SGB185
SAMN02641532	SGB414
GCF_900076105.1_11983_6_82_genomic	SGB238
SAMN04622367	SGB481
GCF_000538195.1_Stap_aure_WMCA6041_V1_genomic	SGB185
BG1_bin_6	SGB245
BG1_bin_7	SGB504
GCA_000411375.1_Cory_pyru_17730_V1_genomic	SGB505
BG1_bin_3	SGB569
GCF_008011775.1_ASM801177v1_genomic	SGB597
GCF_001451575.1_WH-SGI-V-07485_genomic	SGB359
GCF_003492685.1_ASM349268v1_genomic	SGB511
SAMN00012880	SGB401
GCF_000556665.1_Stap_aure_M0490_V1_genomic	SGB185
SAMN09225768	SGB603
GCF_900203855.1_22521_genomic	SGB513
GCF_000724605.1_ASM72460v1_genomic	SGB575
GCF_003799415.1_ASM379941v1_genomic	SGB513
GCF_000563655.1_Stap_aure_H74056_V1_genomic	SGB185
GCF_000215795.4_PA15_miseq_genomic	SGB359
SAMEA1876694	SGB598
SAMEA1876697	SGB598
SAMEA1876690	SGB598
SAMEA1876691	SGB598
SAMEA1876692	SGB598
SAMEA1876693	SGB598
GCF_900202725.1_R843_genomic	SGB513
GCF_007896915.1_ASM789691v1_genomic	SGB511
SAMEA1876698	SGB598
DZD_CM_02_S770-bin_1	SGB266
GCF_002985745.1_ASM298574v1_genomic	SGB511
GCF_900076845.1_12082_4_38_genomic	SGB238
GCF_000550085.1_Stap_aure_M1501_V1_genomic	SGB185
GCF_000448065.1_ASM44806v1_genomic	SGB513
GCF_001516245.2_ASM151624v2_genomic	SGB359
GCF_001449835.1_WH-SGI-V-07225_genomic	SGB359
EE2_bin_4	SGB244
EE2_bin_3	SGB137
GCF_001994715.1_ASM199471v1_genomic	SGB343
EE2_bin_1	SGB137
SAMEA4028762	SGB373
GCF_000361005.1_Stap_aure_M0375_V1_genomic	SGB185
SAMEA3919081	SGB598
SAMN03380816	SGB401
JKR_P1_85_E11_S757_001-bin_1	SGB237
GCF_000539635.1_Stap_aure_SJUD6010_V1_genomic	SGB185
SAMN09631680	SGB011
SAMN09631681	SGB011
GCF_000560765.1_Stap_aure_W39902_V1_genomic	SGB185
GCF_000536295.1_Stap_aure_M1543_V1_genomic	SGB185
SAMN10095185	SGB412
SAMN10095184	SGB412
SAMN10095187	SGB412
SAMN10095186	SGB412
SAMN10095183	SGB412
SAMN10095189	SGB412
SAMN10095188	SGB412
GCF_000481605.1_Pseu_aeru_BWH005_V1_genomic	SGB359
0055_051_1_1_MRS16_S849-bin_1	SGB020
GCF_002330815.1_ASM233081v1_genomic	SGB359
JKR_P1_19_C03_S691_001-bin_1	SGB560
GCF_002556605.1_ASM255660v1_genomic	SGB513
GCF_900407825.1_PTHi-13481_genomic	SGB511
SAMN07839766	SGB481
GCF_000162695.1_ASM16269v1_genomic	SGB185
SAMN03197581	SGB402
SAMN03197584	SGB481
SAMN05453236	SGB401
GCF_000543925.1_Stap_aure_M0806_V1_genomic	SGB185
GCF_000477615.1_Serratia_fanticola_genomic	SGB358
SAMN07839761	SGB481
GCF_900454175.1_58075_E01_genomic	SGB513
GCF_000328105.2_ASM32810v2_genomic	SGB513
GCF_000553265.1_Stap_aure_M0183_V1_genomic	SGB185
SAMN03197059	SGB481
SAMN03197050	SGB481
SAMN03435039	SGB601
SAMN03435038	SGB601
SAMN03435037	SGB601
SAMN03435036	SGB601
SAMN03435035	SGB601
SAMN03435034	SGB601
