MG_175836_bin_36	2.6143	SGB078	Anaerococcus_lactolyticus	North_America	H	P
H6_bin_1	3.75603	SGB521	Lactobacillus_iners	North_America	AA	M
n2_bin_1	1.69536	SGB521	Lactobacillus_iners	South_Africa	Af	N
MG_175260_bin_1	1.32087	SGB521	Lactobacillus_iners	North_America	AA	P
Z5_bin_1	4.25838	SGB521	Lactobacillus_iners	South_Africa	Af	N
E5_bin_1	2.14305	SGB521	Lactobacillus_iners	North_America	AA	M
Y7_bin_1	3.59759	SGB521	Lactobacillus_iners	South_Africa	Af	N
0998_735_1_CBA_90C_S801-bin_1	1.40492	SGB521	Lactobacillus_iners	South_Africa	Af	N
E4_1683_1263_1_CBA2_S186-bin_1-SPLIT	2.5484	SGB521	Lactobacillus_iners	South_Africa	Af	N
BM2_bin_1	4.61689	SGB521	Lactobacillus_iners	South_Africa	Af	N
BM2_bin_2	2.30782	SGB521	Lactobacillus_iners	South_Africa	Af	N
BJ4_bin_1	5.47827	SGB521	Lactobacillus_iners	South_Africa	Af	N
SRR6748000_bin_5	1.85579	SGB521	Lactobacillus_iners	North_America	Other	P
MG_205763_bin_1	1.41502	SGB521	Lactobacillus_iners	North_America	AA	P
E4_1683_1263_1_CBA1_S108-bin_2-SPLIT	1.91812	SGB521	Lactobacillus_iners	South_Africa	Af	N
SRR6748103_bin_1	5.1337	SGB521	Lactobacillus_iners	North_America	As	P
FA7_bin_1	1.51872	SGB521	Lactobacillus_iners	South_Africa	Af	N
SRS142501_bin_1	2.55655	SGB521	Lactobacillus_iners	North_America	NA	N
SRR6747944_bin_2	4.12845	SGB521	Lactobacillus_iners	North_America	W	P
MG_4007601259_bin_3	2.77775	SGB521	Lactobacillus_iners	North_America	NA	P
0861_630_1_1_MRSI1_rep3_S863-bin_3	3.33664	SGB521	Lactobacillus_iners	South_Africa	Af	N
n1_bin_1	1.38985	SGB521	Lactobacillus_iners	South_Africa	Af	N
SRS054962_bin_2	1.88675	SGB521	Lactobacillus_iners	North_America	NA	N
0809_588_1_1_MRSI1_rep1_S852-bin_1	3.65754	SGB521	Lactobacillus_iners	South_Africa	Af	N
BF16_bin_1	3.80652	SGB521	Lactobacillus_iners	South_Africa	Af	N
BF16_bin_2	6.00659	SGB521	Lactobacillus_iners	South_Africa	Af	N
SRR6747943_bin_1	1.27767	SGB521	Lactobacillus_iners	North_America	W	P
Y1_bin_9	2.22766	SGB521	Lactobacillus_iners	South_Africa	Af	N
Z9_bin_1	1.7653	SGB521	Lactobacillus_iners	South_Africa	Af	N
BB1_bin_2	1.78312	SGB521	Lactobacillus_iners	South_Africa	Af	N
0809_588_1_1_MRSI1_rep2_S858-bin_1	2.69907	SGB521	Lactobacillus_iners	South_Africa	Af	N
FB1_bin_1	2.33762	SGB521	Lactobacillus_iners	South_Africa	Af	N
AZ7_bin_2	1.82524	SGB521	Lactobacillus_iners	South_Africa	Af	N
SRS052756_bin_1	2.93293	SGB521	Lactobacillus_iners	North_America	NA	N
A3_bin_2	3.7311	SGB521	Lactobacillus_iners	North_America	W	M
BH7_bin_1	2.3602	SGB521	Lactobacillus_iners	South_Africa	Af	N
AB4_bin_3	1.93079	SGB521	Lactobacillus_iners	South_Africa	Af	N
AB4_bin_2	6.00659	SGB521	Lactobacillus_iners	South_Africa	Af	N
AG3_bin_2	2.77775	SGB521	Lactobacillus_iners	South_Africa	Af	N
E2_1697_1278_1_CBA1_S151-bin_1-SPLIT	2.7077	SGB521	Lactobacillus_iners	South_Africa	Af	N
MG_181819_bin_1	1.11761	SGB521	Lactobacillus_iners	North_America	AA	P
SRR6748136_bin_1	1.4871	SGB521	Lactobacillus_iners	North_America	NA	P
F2_1463_1084_3_CBA4_S277-bin_4-SPLIT	3.24062	SGB521	Lactobacillus_iners	South_Africa	Af	N
C0089G7	1.25405	SGB521	Lactobacillus_iners	North_America	AA	P
MG_223463_bin_3	1.85579	SGB521	Lactobacillus_iners	North_America	AA	P
MG_175836_bin_43	2.99949	SGB521	Lactobacillus_iners	North_America	H	P
0861_630_1_1_MRSIHK1_S846-bin_2	2.24204	SGB521	Lactobacillus_iners	South_Africa	Af	N
MG_4008301179_bin_1	1.47145	SGB521	Lactobacillus_iners	North_America	NA	P
MG_199199_bin_15	3.09745	SGB521	Lactobacillus_iners	North_America	AA	P
AG12_bin_1	5.95738	SGB521	Lactobacillus_iners	South_Africa	Af	N
SRR6748145_bin_1	5.47827	SGB521	Lactobacillus_iners	North_America	As	P
SRR6748145_bin_2	1.79508	SGB521	Lactobacillus_iners	North_America	As	P
SRS064666_bin_1	2.74249	SGB521	Lactobacillus_iners	North_America	NA	N
SRS064666_bin_5	4.60045	SGB521	Lactobacillus_iners	North_America	NA	N
SRS146924_bin_3	2.03459	SGB521	Lactobacillus_iners	North_America	NA	N
BH9_bin_1	2.08822	SGB521	Lactobacillus_iners	South_Africa	Af	N
b4_bin_2	2.06126	SGB521	Lactobacillus_iners	South_Africa	Af	N
n10_bin_1	1.18927	SGB521	Lactobacillus_iners	South_Africa	Af	N
EE1_bin_1	1.45076	SGB521	Lactobacillus_iners	South_Africa	Af	N
SRR6747945_bin_1	1.23068	SGB521	Lactobacillus_iners	North_America	W	P
SRR6747941_bin_1	3.14775	SGB521	Lactobacillus_iners	North_America	W	P
MG_222973_bin_3	2.81347	SGB521	Lactobacillus_iners	North_America	AA	P
JKR_12_29_17_D06_rep1_S850-bin_1	1.25405	SGB521	Lactobacillus_iners	South_Africa	Af	N
BE7_bin_1	1.80108	SGB521	Lactobacillus_iners	South_Africa	Af	N
JKR_12_29_17_A02_rep2_S855-bin_1	1.41502	SGB521	Lactobacillus_iners	South_Africa	Af	N
BJ4_bin_2	5.01998	SGB521	Lactobacillus_iners	South_Africa	Af	N
SRR5273979_bin_1	1.64427	SGB521	Lactobacillus_iners	Italy	W	P
MG_189598_bin_6	2.11548	SGB521	Lactobacillus_iners	North_America	AA	P
SRR6747971_bin_1	1.41502	SGB521	Lactobacillus_iners	North_America	Other	P
f2_bin_2	2.08145	SGB521	Lactobacillus_iners	South_Africa	Af	N
SRR6747938_bin_1	3.42477	SGB521	Lactobacillus_iners	North_America	W	P
AG1_bin_3	2.46043	SGB521	Lactobacillus_iners	South_Africa	Af	N
AG1_bin_7	5.03867	SGB521	Lactobacillus_iners	South_Africa	Af	N
E3_1733_1310_1_CBA2_S174-bin_1-SPLIT	3.31502	SGB521	Lactobacillus_iners	South_Africa	Af	N
AA4_bin_1	2.08145	SGB521	Lactobacillus_iners	South_Africa	Af	N
BA1_bin_2	3.93656	SGB521	Lactobacillus_iners	South_Africa	Af	N
SRS050184_bin_1	1.68391	SGB521	Lactobacillus_iners	North_America	NA	N
DZD_CM_41_S809-bin_1	2.46831	SGB521	Lactobacillus_iners	North_America	W	N
AZ1_bin_9	1.47145	SGB521	Lactobacillus_iners	South_Africa	Af	N
c12_bin_1	1.26347	SGB521	Lactobacillus_iners	South_Africa	Af	N
C6_bin_1	2.82247	SGB521	Lactobacillus_iners	North_America	AA	M
SRS015073_bin_2	1.62193	SGB521	Lactobacillus_iners	North_America	NA	N
02621981_bin_1	2.30043	SGB521	Lactobacillus_iners	South_Africa	Af	N
e12_bin_2	1.34036	SGB521	Lactobacillus_iners	South_Africa	Af	N
AG11_bin_2	4.17116	SGB521	Lactobacillus_iners	South_Africa	Af	N
AG11_bin_1	5.86096	SGB521	Lactobacillus_iners	South_Africa	Af	N
SRS047335_bin_6	5.11448	SGB521	Lactobacillus_iners	North_America	NA	N
SRS047335_bin_2	1.86195	SGB521	Lactobacillus_iners	North_America	NA	N
L_iners_V09VC_S146-bin_2-SPLIT	1.18017	SGB521	Lactobacillus_iners	South_Africa	Af	N
AB5_bin_3	5.52118	SGB521	Lactobacillus_iners	South_Africa	Af	N
c8_bin_3	2.69047	SGB521	Lactobacillus_iners	South_Africa	Af	N
c8_bin_1	3.51567	SGB521	Lactobacillus_iners	South_Africa	Af	N
SRS014343_bin_2	2.78663	SGB521	Lactobacillus_iners	North_America	NA	N
SRS052859_bin_6	2.06126	SGB521	Lactobacillus_iners	North_America	NA	N
SRS104195_bin_2	5.25139	SGB521	Lactobacillus_iners	North_America	NA	N
SRS104195_bin_1	4.92808	SGB521	Lactobacillus_iners	North_America	NA	N
0998_735_1_CBA_90D_S802-bin_1	1.39988	SGB521	Lactobacillus_iners	South_Africa	Af	N
MG_4007601239_bin_3	2.79555	SGB521	Lactobacillus_iners	North_America	NA	P
AF5_bin_1	6.08169	SGB521	Lactobacillus_iners	South_Africa	Af	N
c1_bin_5	1.26347	SGB521	Lactobacillus_iners	South_Africa	Af	N
SRS051505_bin_3	1.35508	SGB521	Lactobacillus_iners	North_America	NA	N
SRR6748214_bin_3	2.17795	SGB521	Lactobacillus_iners	North_America	Pac	P
SRS015072_bin_1	1.37986	SGB521	Lactobacillus_iners	North_America	NA	N
h9_bin_2	5.67566	SGB521	Lactobacillus_iners	South_Africa	Af	N
h9_bin_1	5.88483	SGB521	Lactobacillus_iners	South_Africa	Af	N
FA2_bin_1	5.83726	SGB521	Lactobacillus_iners	South_Africa	Af	N
FA2_bin_2	2.00167	SGB521	Lactobacillus_iners	South_Africa	Af	N
b5_bin_1	5.79033	SGB521	Lactobacillus_iners	South_Africa	Af	N
b5_bin_3	5.52118	SGB521	Lactobacillus_iners	South_Africa	Af	N
FB2_bin_1	3.24062	SGB521	Lactobacillus_iners	South_Africa	Af	N
FB2_bin_3	3.5505	SGB521	Lactobacillus_iners	South_Africa	Af	N
Prac5_bin_1	4.45606	SGB521	Lactobacillus_iners	South_Africa	Af	N
MG_198301_bin_39	2.64788	SGB521	Lactobacillus_iners	North_America	AA	P
B5_bin_1	3.96325	SGB521	Lactobacillus_iners	North_America	W	M
F9_bin_1	1.29198	SGB521	Lactobacillus_iners	North_America	AA	M
AA6_bin_2	1.31603	SGB521	Lactobacillus_iners	South_Africa	Af	N
E5_1732_1307_1_BDMRSCQ4_S280-bin_2-SPLIT	2.6143	SGB521	Lactobacillus_iners	South_Africa	Af	N
AE6_bin_2	4.66675	SGB521	Lactobacillus_iners	South_Africa	Af	N
AE6_bin_1	4.03101	SGB521	Lactobacillus_iners	South_Africa	Af	N
Y3_bin_2	1.98862	SGB521	Lactobacillus_iners	South_Africa	Af	N
Y3_bin_1	5.63082	SGB521	Lactobacillus_iners	South_Africa	Af	N
SRR6747942_bin_1	1.29198	SGB521	Lactobacillus_iners	North_America	W	P
MG_182339_bin_1	1.28243	SGB521	Lactobacillus_iners	North_America	H	P
SRR6747965_bin_1	1.08269	SGB521	Lactobacillus_iners	North_America	Other	P
F2_1463_1084_3_CBA4_S277-bin_2-SPLIT	3.00913	SGB521	Lactobacillus_iners	South_Africa	Af	N
MG_4004001329_bin_11	3.43598	SGB521	Lactobacillus_iners	North_America	NA	P
0998_735_1_CBA_89C_S799-bin_1	1.52936	SGB521	Lactobacillus_iners	South_Africa	Af	N
FB3_bin_1	5.90885	SGB521	Lactobacillus_iners	South_Africa	Af	N
AZ12_bin_3	1.40492	SGB521	Lactobacillus_iners	South_Africa	Af	N
0998_735_1_CBA_90B_S800-bin_1	1.42518	SGB521	Lactobacillus_iners	South_Africa	Af	N
AG3_bin_1	3.25113	SGB521	Lactobacillus_iners	South_Africa	Af	N
g2_bin_2	2.98031	SGB521	Lactobacillus_iners	South_Africa	Af	N
SRS016111_bin_4	5.54283	SGB521	Lactobacillus_iners	North_America	NA	N
FC4_bin_1	2.19205	SGB521	Lactobacillus_iners	South_Africa	Af	N
AL1_bin_1	5.79033	SGB521	Lactobacillus_iners	South_Africa	Af	N
e11_bin_5	1.39486	SGB521	Lactobacillus_iners	South_Africa	Af	N
CM_C2-2_bin_1	1.29677	SGB521	Lactobacillus_iners	North_America	W	M
SRR6747944_bin_1	5.29154	SGB521	Lactobacillus_iners	North_America	W	P
AB5_bin_5	5.52118	SGB521	Lactobacillus_iners	South_Africa	Af	N
MG_4007801279_bin_1	2.76006	SGB521	Lactobacillus_iners	North_America	NA	P
EE10_bin_1	1.45076	SGB521	Lactobacillus_iners	South_Africa	Af	N
C0010C1	1.88675	SGB520	Finegoldia_magna	North_America	AA	P
MG_178903_bin_12	3.21972	SGB520	Finegoldia_magna	North_America	W	P
SRR6748212_bin_8	3.85787	SGB520	Finegoldia_magna	North_America	Pac	P
SRR6748213_bin_5	2.86795	SGB520	Finegoldia_magna	North_America	Pac	P
0809_588_1_1_CBA4_S791-bin_1	4.04475	SGB520	Finegoldia_magna	South_Africa	Af	N
MG_4004001329_bin_44	2.25651	SGB520	Finegoldia_magna	North_America	NA	P
MG_219210_bin_11	2.30043	SGB520	Finegoldia_magna	North_America	W	P
MG_4005701249_bin_3	3.13762	SGB520	Finegoldia_magna	North_America	NA	P
SRR6748192_bin_10	2.12234	SGB520	Finegoldia_magna	North_America	W	P
MG_199199_bin_70	2.75126	SGB520	Finegoldia_magna	North_America	AA	P
0861_630_1_1_MRSIHK3_S862-bin_1	5.05746	SGB520	Finegoldia_magna	South_Africa	Af	N
MG_4008701229_bin_8	3.34751	SGB520	Finegoldia_magna	North_America	NA	P
MG_222781_bin_4	2.5894	SGB520	Finegoldia_magna	North_America	AA	P
0809_588_1_1_MRSI10_S853-bin_2	3.41361	SGB520	Finegoldia_magna	South_Africa	Af	N
MG_175836_bin_14	2.38299	SGB520	Finegoldia_magna	North_America	H	P
C0024C3	1.93714	SGB526	Facklamia_hominis	North_America	AA	P
C0041A4	2.02137	SGB057	Lactobacillus_reuteri	North_America	W	P
C0041A5	2.01478	SGB057	Lactobacillus_reuteri	North_America	W	P
C0041A2	2.04123	SGB057	Lactobacillus_reuteri	North_America	W	P
C0041A3	2.01478	SGB057	Lactobacillus_reuteri	North_America	W	P
C0041A1	2.03459	SGB057	Lactobacillus_reuteri	North_America	W	P
C0136B5	3.64545	SGB578	Peptoniphilus_duerdenii	North_America	AA	P
MG_175836_bin_28	3.96325	SGB578	Peptoniphilus_duerdenii	North_America	H	P
MG_199199_bin_46	3.52724	SGB578	Peptoniphilus_duerdenii	North_America	AA	P
C0173D1	2.25651	SGB578	Peptoniphilus_duerdenii	North_America	AA	P
MG_4004001329_bin_30	2.59767	SGB514	Prevotella_corporis	North_America	NA	P
C0123D1	1.62193	SGB514	Prevotella_corporis	North_America	W	P
MG_199199_bin_47	2.67335	SGB514	Prevotella_corporis	North_America	AA	P
C0026H1	1.45592	SGB514	Prevotella_corporis	North_America	AA	P
C0026H2	1.45076	SGB514	Prevotella_corporis	North_America	AA	P
E6_1456_1083_3_BDMRSCQ14_S109-bin_2-SPLIT	2.81347	SGB514	Prevotella_corporis	South_Africa	Af	N
E6_1456_1083_3_BDMRSCQ20_S103-bin_1-SPLIT	2.57292	SGB514	Prevotella_corporis	South_Africa	Af	N
MG_4008701229_bin_4	2.66484	SGB514	Prevotella_corporis	North_America	NA	P
C0087C3	1.80108	SGB514	Prevotella_corporis	North_America	AA	P
MG_4005701249_bin_11	4.71738	SGB043	Prevotella_copri	North_America	NA	P
MG_4008801239_bin_13	3.17837	SGB040	Haemophilus_parainfluenzae	North_America	NA	P
MG_185475_bin_13	0.90861	SGB041	Lawsonella_clevelandensis	North_America	AA	P
MG_4008501299_bin_35	1.64989	SGB041	Lawsonella_clevelandensis	North_America	NA	P
MG_4005701249_bin_18	2.29306	SGB046	Anaerococcus_vaginalis	North_America	NA	P
MG_175836_bin_22	2.87714	SGB046	Anaerococcus_vaginalis	North_America	H	P
C0173C2	1.35508	SGB512	Propionimicrobium_lymphophilum	North_America	AA	P
C0173C1	1.33547	SGB512	Propionimicrobium_lymphophilum	North_America	AA	P
C0010D3	1.5943	SGB512	Propionimicrobium_lymphophilum	North_America	AA	P
C0010D5	1.77122	SGB512	Propionimicrobium_lymphophilum	North_America	AA	P
C0010D4	1.78312	SGB512	Propionimicrobium_lymphophilum	North_America	AA	P
0809_588_1_1_BHK1_S805-bin_1	1.49759	SGB045	Corynebacterium_glucuronolyticum	South_Africa	Af	N
SRR5274002_bin_8	2.17093	SGB049	Alistipes_putredinis	Italy	W	P
MG_205209_bin_16	1.22141	SGB519	Aerococcus_christensenii	North_America	AA	P
MG_205081_bin_4	1.0441	SGB519	Aerococcus_christensenii	North_America	AA	P
SRR6747967_bin_4	1.82524	SGB519	Aerococcus_christensenii	North_America	Other	P
E1_1694_1273_1_BDMRSCQ10_S189-bin_1-SPLIT	1.26819	SGB519	Aerococcus_christensenii	South_Africa	Af	N
E2_1697_1278_1_BDMRSCQ6_S142-bin_1-SPLIT	2.62266	SGB519	Aerococcus_christensenii	South_Africa	Af	N
MG_175380_bin_5	2.43695	SGB519	Aerococcus_christensenii	North_America	AA	P
F1_1457_1080_3_CBA5_S253-bin_3-SPLIT	2.42142	SGB519	Aerococcus_christensenii	South_Africa	Af	N
C0007C5	0.34604	SGB519	Aerococcus_christensenii	North_America	AA	P
C0094C3	4.03101	SGB519	Aerococcus_christensenii	North_America	AA	P
MG_175260_bin_2	3.12752	SGB519	Aerococcus_christensenii	North_America	AA	P
MG_199199_bin_40	1.09136	SGB519	Aerococcus_christensenii	North_America	AA	P
MG_205763_bin_28	1.07405	SGB519	Aerococcus_christensenii	North_America	AA	P
MG_4008501249_bin_2	1.10882	SGB519	Aerococcus_christensenii	North_America	NA	P
MG_4008501299_bin_2	1.19383	SGB519	Aerococcus_christensenii	North_America	NA	P
SRS052859_bin_2	0.611156	SGB519	Aerococcus_christensenii	North_America	NA	N
C0007B5	0.881017	SGB519	Aerococcus_christensenii	North_America	AA	P
C0007B2	0.881017	SGB519	Aerococcus_christensenii	North_America	AA	P
MG_198301_bin_34	1.18017	SGB519	Aerococcus_christensenii	North_America	AA	P
MG_222781_bin_3	2.6819	SGB519	Aerococcus_christensenii	North_America	AA	P
MG_193930_bin_5	0.483188	SGB519	Aerococcus_christensenii	North_America	AA	P
F1_1457_1080_3_CBA4_S245-bin_1-SPLIT	1.64427	SGB519	Aerococcus_christensenii	South_Africa	Af	N
MG_189662_bin_24	3.44723	SGB455	Gardnerella_vaginalis	North_America	AA	P
AG5_bin_1	3.85787	SGB455	Gardnerella_vaginalis	South_Africa	Af	N
BL4_bin_4	3.05785	SGB455	Gardnerella_vaginalis	South_Africa	Af	N
SRS013542_bin_7	3.26168	SGB455	Gardnerella_vaginalis	North_America	NA	N
MG_185347_bin_4	4.82105	SGB455	Gardnerella_vaginalis	North_America	AA	P
MG_198165_bin_2	2.55655	SGB455	Gardnerella_vaginalis	North_America	AA	P
m4_bin_3	2.93293	SGB455	Gardnerella_vaginalis	South_Africa	Af	N
f11_bin_1	4.12845	SGB455	Gardnerella_vaginalis	South_Africa	Af	N
E4_1683_1263_1_CBA4_S292-bin_1-SPLIT	3.48125	SGB455	Gardnerella_vaginalis	South_Africa	Af	N
a2_bin_2	2.90489	SGB455	Gardnerella_vaginalis	South_Africa	Af	N
MG_181711_bin_7	2.60597	SGB455	Gardnerella_vaginalis	North_America	AA	P
BJ3_bin_5	2.99949	SGB455	Gardnerella_vaginalis	South_Africa	Af	N
BJ3_bin_3	2.99949	SGB455	Gardnerella_vaginalis	South_Africa	Af	N
6F1.dup	0.537869	SGB455	Gardnerella_vaginalis	North_America	NA	P
MG_222388_bin_7	2.16393	SGB455	Gardnerella_vaginalis	North_America	AA	P
g9_bin_4	2.60597	SGB455	Gardnerella_vaginalis	South_Africa	Af	N
MG_4008501249_bin_13	0.631659	SGB455	Gardnerella_vaginalis	North_America	NA	P
C0026F4	2.22766	SGB455	Gardnerella_vaginalis	North_America	AA	P
b6_bin_1	3.80652	SGB455	Gardnerella_vaginalis	South_Africa	Af	N
MG_181775_bin_8	2.19205	SGB455	Gardnerella_vaginalis	North_America	AA	P
C0179B2	1.06545	SGB455	Gardnerella_vaginalis	North_America	AA	P
C0179B1	1.03986	SGB455	Gardnerella_vaginalis	North_America	AA	P
MG_185475_bin_1	2.73375	SGB455	Gardnerella_vaginalis	North_America	AA	P
AJ7_bin_1	3.23015	SGB455	Gardnerella_vaginalis	South_Africa	Af	N
c4_bin_2	2.23484	SGB455	Gardnerella_vaginalis	South_Africa	Af	N
MG_177947_bin_29	4.1003	SGB455	Gardnerella_vaginalis	North_America	AA	P
AC4_bin_1	3.63341	SGB455	Gardnerella_vaginalis	South_Africa	Af	N
BD5_bin_1	2.40597	SGB455	Gardnerella_vaginalis	South_Africa	Af	N
C0056B5	2.23484	SGB455	Gardnerella_vaginalis	North_America	AA	P
AF10_bin_3	2.29306	SGB455	Gardnerella_vaginalis	South_Africa	Af	N
A3_bin_1	2.19205	SGB455	Gardnerella_vaginalis	North_America	W	M
C0046F1	0.534606	SGB455	Gardnerella_vaginalis	North_America	AA	P
C0046F2	0.544411	SGB455	Gardnerella_vaginalis	North_America	AA	P
C0046F3	0.537869	SGB455	Gardnerella_vaginalis	North_America	AA	P
C0046F4	0.537869	SGB455	Gardnerella_vaginalis	North_America	AA	P
C0046F5	0.534606	SGB455	Gardnerella_vaginalis	North_America	AA	P
n9_bin_4	3.59759	SGB455	Gardnerella_vaginalis	South_Africa	Af	N
MG_185275_bin_3	3.14775	SGB455	Gardnerella_vaginalis	North_America	AA	P
C0100B2	1.72424	SGB455	Gardnerella_vaginalis	North_America	AA	P
d4_bin_3	2.50005	SGB455	Gardnerella_vaginalis	South_Africa	Af	N
C0088G9	2.7077	SGB455	Gardnerella_vaginalis	North_America	AA	P
MG_189598_bin_10	3.96325	SGB455	Gardnerella_vaginalis	North_America	AA	P
C0108C3	3.79382	SGB454	Porphyromonas_uenonis	North_America	AA	P
MG_205819_bin_14	3.52724	SGB454	Porphyromonas_uenonis	North_America	AA	P
MG_222476_bin_6	4.83865	SGB454	Porphyromonas_uenonis	North_America	AA	P
MG_205081_bin_27	4.7688	SGB454	Porphyromonas_uenonis	North_America	AA	P
JKR_P1_45_E06_S717_001-bin_2	4.11434	SGB454	Porphyromonas_uenonis	South_Africa	Af	N
MG_205281_bin_11	4.68354	SGB454	Porphyromonas_uenonis	North_America	AA	P
MG_4008501299_bin_34	2.30782	SGB454	Porphyromonas_uenonis	North_America	NA	P
JKR_P1_43_C06_S715_001-bin_3	3.2829	SGB454	Porphyromonas_uenonis	South_Africa	Af	N
MG_198165_bin_16	2.02797	SGB454	Porphyromonas_uenonis	North_America	AA	P
MG_189662_bin_13	2.53218	SGB454	Porphyromonas_uenonis	North_America	AA	P
ZM2_bin_2	4.15686	SGB359	Pseudomonas_aeruginosa	South_Africa	Af	N
ZM1_bin_1	2.46043	SGB359	Pseudomonas_aeruginosa	South_Africa	Af	N
AP15_bin_1	1.47665	SGB129	Gardnerella_vaginalis	South_Africa	Af	N
MG_185275_bin_17	1.43027	SGB129	Gardnerella_vaginalis	North_America	AA	P
MG_175260_bin_17	1.18927	SGB129	Gardnerella_vaginalis	North_America	AA	P
MG_181711_bin_8	1.49759	SGB129	Gardnerella_vaginalis	North_America	AA	P
SRR6748215_bin_1	1.02298	SGB129	Gardnerella_vaginalis	North_America	Pac	P
MG_224458_bin_8	2.17795	SGB129	Gardnerella_vaginalis	North_America	H	P
MG_181775_bin_5	1.26819	SGB129	Gardnerella_vaginalis	North_America	AA	P
C0179B3	1.13086	SGB129	Gardnerella_vaginalis	North_America	AA	P
C0179B4	1.10882	SGB129	Gardnerella_vaginalis	North_America	AA	P
AZ1_bin_13	4.47178	SGB129	Gardnerella_vaginalis	South_Africa	Af	N
MG_185475_bin_3	2.17795	SGB129	Gardnerella_vaginalis	North_America	AA	P
MG_175228_bin_5	2.12923	SGB129	Gardnerella_vaginalis	North_America	AA	P
h7_bin_4	1.22604	SGB129	Gardnerella_vaginalis	South_Africa	Af	N
AG1_bin_1	3.80652	SGB129	Gardnerella_vaginalis	South_Africa	Af	N
C0179E2	1.10882	SGB129	Gardnerella_vaginalis	North_America	AA	P
AZ12_bin_1	2.38299	SGB129	Gardnerella_vaginalis	South_Africa	Af	N
BE3_bin_2	3.57395	SGB129	Gardnerella_vaginalis	South_Africa	Af	N
0861_630_1_1_MRSIHK5_S783-bin_1	1.1621	SGB281	Streptococcus_anginosus	South_Africa	Af	N
C0008B1	0.4991	SGB281	Streptococcus_anginosus	North_America	W	P
F4_1630_1235_1_MRS10_S284-bin_1-SPLIT	0.641996	SGB281	Streptococcus_anginosus	South_Africa	Af	N
F1_1457_1080_3_MRS1_S273-bin_1-SPLIT	0.669844	SGB281	Streptococcus_anginosus	South_Africa	Af	N
0861_630_1_1_MRS1_S820-bin_1	0.793	SGB281	Streptococcus_anginosus	South_Africa	Af	N
0756_546_1_1_MRSIHK4_S786-bin_1	0.789262	SGB281	Streptococcus_anginosus	South_Africa	Af	N
F1_1457_1080_3_CBA11_S257-bin_1-SPLIT	0.861543	SGB281	Streptococcus_anginosus	South_Africa	Af	N
MG_4003901219_bin_9	3.09745	SGB281	Streptococcus_anginosus	North_America	NA	P
MG_4005701249_bin_12	1.2872	SGB281	Streptococcus_anginosus	North_America	NA	P
C0042A5	0.712406	SGB281	Streptococcus_anginosus	North_America	AA	P
C0042A4	0.712406	SGB281	Streptococcus_anginosus	North_America	AA	P
C0042A1	0.712406	SGB281	Streptococcus_anginosus	North_America	AA	P
C0042A3	0.712406	SGB281	Streptococcus_anginosus	North_America	AA	P
C0042A2	0.708822	SGB281	Streptococcus_anginosus	North_America	AA	P
F1_1457_1080_3_MRS5_S194-bin_1-SPLIT	0.669844	SGB281	Streptococcus_anginosus	South_Africa	Af	N
MG_194058_bin_2	0.414809	SGB281	Streptococcus_anginosus	North_America	AA	P
MG_4004001329_bin_47	1.14419	SGB281	Streptococcus_anginosus	North_America	NA	P
C0007A1	0.430121	SGB281	Streptococcus_anginosus	North_America	AA	P
C0079G3	0.748619	SGB281	Streptococcus_anginosus	North_America	W	P
0756_546_1_1_BHK13_S881-bin_1	0.631659	SGB281	Streptococcus_anginosus	South_Africa	Af	N
MG_213391_bin_2	1.01878	SGB281	Streptococcus_anginosus	North_America	W	P
0861_630_1_1_BHK1_S446-bin_1	0.781808	SGB281	Streptococcus_anginosus	South_Africa	Af	N
MG_213626_bin_4	1.39988	SGB281	Streptococcus_anginosus	North_America	AA	P
C0042B3	0.789262	SGB281	Streptococcus_anginosus	North_America	AA	P
C0123A2	0.279888	SGB281	Streptococcus_anginosus	North_America	W	P
C0123A1	0.268639	SGB281	Streptococcus_anginosus	North_America	W	P
C0123A5	0.274254	SGB281	Streptococcus_anginosus	North_America	W	P
C0123A4	0.268639	SGB281	Streptococcus_anginosus	North_America	W	P
MG_186472_bin_9	0.960897	SGB281	Streptococcus_anginosus	North_America	W	P
0756_546_1_1_MRS1_S785-bin_1	0.785531	SGB281	Streptococcus_anginosus	South_Africa	Af	N
0756_546_1_1_BHK1_b_S871-bin_1	0.811798	SGB281	Streptococcus_anginosus	South_Africa	Af	N
C0041B5	0.505504	SGB281	Streptococcus_anginosus	North_America	W	P
C0041B4	0.505504	SGB281	Streptococcus_anginosus	North_America	W	P
C0041B2	0.505504	SGB281	Streptococcus_anginosus	North_America	W	P
C0041B1	0.505504	SGB281	Streptococcus_anginosus	North_America	W	P
MG_4008801239_bin_11	0.55427	SGB281	Streptococcus_anginosus	North_America	NA	P
MG_219210_bin_7	1.68391	SGB281	Streptococcus_anginosus	North_America	W	P
C0030C1	0.669844	SGB281	Streptococcus_anginosus	North_America	H	P
C0030C2	0.669844	SGB281	Streptococcus_anginosus	North_America	H	P
0756_546_1_1_MRS2_S793-bin_1	0.785531	SGB281	Streptococcus_anginosus	South_Africa	Af	N
MG_211740_bin_1	1.12201	SGB281	Streptococcus_anginosus	North_America	W	P
E6_1456_1083_3_BDMRSCQ3_S168-bin_1-SPLIT	0.560872	SGB281	Streptococcus_anginosus	South_Africa	Af	N
